gene,mean_group1,mean_group2,log_fold_change,abs_log_fold_change,t_statistic,pvalue,padj,significant
UTY,0.01109992,4.1140556,4.102956,4.102956,-127.50796332545735,0.0,0.0,True
XIST,11.506085,0.022728479,-11.483356,11.483356,113.52731604820482,0.0,0.0,True
NLGN4Y,0.0059381486,2.9141684,2.9082303,2.9082303,-46.0246419307223,6.3303732e-316,2.11012440006e-313,True
LINC00486,121.04006,95.001434,-26.038628,26.038628,23.460931958499614,1.0340537131839165e-107,2.5851342829597913e-105,True
BCAS3,4.562826,6.2461047,1.6832786,1.6832786,-22.30108367083274,1.4572643767205863e-98,2.9145287534411726e-96,True
ZNF708,3.8040156,2.172561,-1.6314547,1.6314547,21.737752770418073,3.2167695837357615e-94,5.361282639559602e-92,True
ZBTB16,3.7165473,1.7004788,-2.0160685,2.0160685,20.99249289416249,1.4076768799257696e-88,2.010966971322528e-86,True
MALAT1,324.7044,242.78102,-81.923386,81.923386,20.392079264861533,4.0005359600571327e-84,5.000669950071416e-82,True
CPQ,2.8405662,3.8256457,0.9850795,0.9850795,-17.789458012972528,7.781190266233865e-66,8.645766962482073e-64,True
CDH20,6.5870576,10.050742,3.4636846,3.4636846,-17.74757442944872,1.4826078036960511e-65,1.4826078036960512e-63,True
GRID2,3.7642748,10.433633,6.6693583,6.6693583,-16.684200769227985,1.3093480520444712e-58,1.1903164109495193e-56,True
PBX1,3.2679226,4.504081,1.2361581,1.2361581,-16.41499317057628,6.681053869565058e-57,5.5675448913042154e-55,True
FKBP5,2.05926,0.63568455,-1.4235754,1.4235754,16.206255151784696,1.3632561267804099e-55,1.0486585590618538e-53,True
KCNMB4,4.799927,2.7700703,-2.029857,2.029857,16.19671304815604,1.5636717354939493e-55,1.116908382495678e-53,True
GRM3,7.240071,10.326289,3.0862184,3.0862184,-15.891523406980593,1.216757071352644e-53,8.111713809017627e-52,True
ERBB4,17.889633,24.924488,7.034855,7.034855,-15.870918334987103,1.6288709580294715e-53,1.0180443487684197e-51,True
ROR1,1.6351259,3.2119157,1.5767899,1.5767899,-15.601783558192675,7.160136207751224e-52,4.211844828088955e-50,True
WSB1,5.3642297,4.360094,-1.0041356,1.0041356,15.578441822236787,9.917347670166964e-52,5.509637594537203e-50,True
AC006059.1,4.359907,2.7827153,-1.5771918,1.5771918,14.991606861360546,3.153349001340209e-48,1.659657369126426e-46,True
TMEFF2,7.314566,10.95621,3.641644,3.641644,-14.98439143422255,3.476786170487538e-48,1.7383930852437688e-46,True
PRKN,4.6384993,5.5381627,0.89966345,0.89966345,-14.79811745931165,4.2691453319992783e-47,2.032926348571085e-45,True
NT5DC1,2.6019545,3.584877,0.98292255,0.98292255,-14.355368250115832,1.4980913249412467e-44,6.809506022460213e-43,True
AUTS2,15.034869,19.203423,4.1685534,4.1685534,-14.3445795088887,1.7249863611779784e-44,7.49994070077382e-43,True
YPEL2,2.1112018,2.946818,0.83561635,0.83561635,-14.273053262457505,4.3843093479314114e-44,1.826795561638088e-42,True
AL354809.1,1.6616663,2.7983832,1.136717,1.136717,-14.087126657161607,4.867659752436175e-43,1.9470639009744698e-41,True
FCHSD2,9.035816,12.058813,3.022997,3.022997,-13.73427939439402,4.371952838964622e-41,1.6815203226787008e-39,True
CLDN11,5.29254,3.5235133,-1.7690268,1.7690268,13.611933169738515,2.034862361159904e-40,7.5365272635552e-39,True
SLC22A23,3.9235828,2.857698,-1.0658848,1.0658848,13.518870574339891,6.5051946305492866e-40,2.323283796624745e-38,True
TMEM165,9.855188,7.084792,-2.7703962,2.7703962,13.46843464082644,1.2178975776894398e-39,4.199646819618758e-38,True
TBC1D5,5.892026,6.75092,0.8588939,0.8588939,-13.250818100907306,1.782777038045508e-38,5.94259012681836e-37,True
EVA1C,2.571781,1.8129781,-0.7588028,0.7588028,13.239659733270786,2.0437836847006592e-38,6.592850595808578e-37,True
ESRRG,2.714092,3.7695374,1.0554454,1.0554454,-13.202239651616972,3.229424036160371e-38,1.009195011300116e-36,True
MAGI2,28.252731,36.10003,7.8472977,7.8472977,-13.096563108537632,1.168744728547061e-37,3.541650692566852e-36,True
WWOX,10.498013,12.412634,1.9146214,1.9146214,-12.949413940320444,6.90742128159259e-37,2.0315944945860558e-35,True
BACH2,2.9544754,3.794909,0.8404336,0.8404336,-12.844763073011999,2.419038293840437e-36,6.911537982401249e-35,True
AP003086.1,2.2085357,1.3561331,-0.85240257,0.85240257,12.825902114740527,3.029374453413503e-36,8.414929037259732e-35,True
RERE,7.4807005,8.41087,0.9301691,0.9301691,-12.583377241499878,5.33383629838969e-35,1.4415773779431595e-33,True
PCDH9,83.561424,107.28654,23.725113,23.725113,-12.460568649990181,2.239739028340482e-34,5.894050074580216e-33,True
BCL6,1.061761,0.36662787,-0.69513315,0.69513315,12.30730928915374,1.3201749915924338e-33,3.3850640810062406e-32,False
AC008771.1,2.9416225,1.8990965,-1.042526,1.042526,12.156616386669281,7.418041106808397e-33,1.8545102767020993e-31,True
PDE1A,4.333742,8.515396,4.181654,4.181654,-12.152983740775662,7.73150367908804e-33,1.8857326046556194e-31,True
MEGF10,3.4627535,4.3983707,0.9356172,0.9356172,-12.13115704451484,9.91217088125633e-33,2.360040686013412e-31,True
NEAT1,17.672817,9.877128,-7.7956896,7.7956896,12.071184271595977,1.9579771532119224e-32,4.489256586569338e-31,True
AL139294.1,1.984029,1.1697404,-0.8142886,0.8142886,12.070407799929367,1.9752728980905086e-32,4.489256586569338e-31,True
CADM2,42.87808,58.030315,15.152237,15.152237,-11.990485973540085,4.87130838254144e-32,1.082512973898098e-30,True
ARHGAP21,10.187427,8.190277,-1.9971495,1.9971495,11.90580982540422,1.2605533628069863e-31,2.740333397406492e-30,True
SASH1,2.8513985,3.6754854,0.8240869,0.8240869,-11.894579297427871,1.4293489676435844e-31,3.0411680162629455e-30,True
MAGI1,3.2767003,4.010667,0.7339666,0.7339666,-11.826162014929134,3.066726045196482e-31,6.389012594159336e-30,True
RFTN2,3.4168706,4.3602014,0.94333076,0.94333076,-11.79389396298396,4.390074670717348e-31,8.959336062688464e-30,True
FOXP1,3.1523974,4.0642147,0.9118173,0.9118173,-11.748649556444573,7.249492033765289e-31,1.4498984067530576e-29,True
AC061958.1,1.5578481,0.8696335,-0.6882146,0.6882146,11.71502905240289,1.051268491613936e-30,2.061310767870463e-29,False
IGF1R,2.1927273,3.1926587,0.99993134,0.99993134,-11.680670591329315,1.5355101522161872e-30,2.952904138877283e-29,True
CD9,2.3883233,1.5610751,-0.8272482,0.8272482,11.513665808844376,9.552232672634086e-30,1.8023080514403936e-28,True
AKT3,5.169163,5.817082,0.6479187,0.6479187,-11.416654030490221,2.73354830707114e-29,5.062126494576185e-28,False
ZBTB20,20.832457,23.777317,2.9448605,2.9448605,-11.413757008935264,2.8204046522955066e-29,5.128008458719103e-28,True
TUBA1A,2.716684,1.9180686,-0.79861546,0.79861546,11.396262643651546,3.4062969407629984e-29,6.082673108505354e-28,True
RIN2,3.140995,2.4134314,-0.7275636,0.7275636,11.34660343607507,5.812630384419766e-29,1.0197597165648712e-27,True
SH3D19,5.322332,6.776963,1.4546313,1.4546313,-11.323453345217406,7.451935226756849e-29,1.2848164184063531e-27,True
ACYP2,3.7110088,4.3497176,0.63870883,0.63870883,-11.267239855518485,1.3597900740071432e-28,2.304728938995158e-27,False
PPFIA2,5.178465,6.5584517,1.3799868,1.3799868,-11.185649374281002,3.240331512256945e-28,5.400552520428242e-27,True
NFIB,2.92254,3.9918303,1.0692904,1.0692904,-11.117064157990052,6.695102465694864e-28,1.0975577812614531e-26,True
ANKUB1,2.1075191,1.4135402,-0.6939789,0.6939789,11.10529530766605,7.580000283276127e-28,1.2225806908509883e-26,False
CLIC4,3.5755363,2.7327805,-0.8427558,0.8427558,10.98947322765145,2.5561807402122505e-27,4.057429746368652e-26,True
DLG2,32.692337,40.040737,7.3484,7.3484,-10.945045315484451,4.062731641282177e-27,6.348018189503401e-26,True
PLCG2,6.9455247,9.664094,2.7185693,2.7185693,-10.898781793599928,6.570584711861078e-27,1.0108591864401659e-25,True
PDE8B,1.1296067,0.42919582,-0.7004109,0.7004109,10.840878511964757,1.196281008382141e-26,1.812546982397183e-25,False
LINC01572,2.1159415,1.4285359,-0.6874056,0.6874056,10.771238991000306,2.4502169127886005e-26,3.6570401683411945e-25,False
KIRREL3,8.783017,11.907047,3.12403,3.12403,-10.726603932001671,3.8712757860531367e-26,5.69305262654873e-25,True
CACNA2D1,5.0279884,6.1479373,1.1199489,1.1199489,-10.662122375181939,7.47406340947941e-26,1.0831975955767259e-24,True
CLDND1,4.133515,3.0853326,-1.0481822,1.0481822,10.441419780527767,6.918329417884783e-25,9.883327739835403e-24,True
SGCD,1.3353481,2.3439488,1.0086007,1.0086007,-10.417975343564077,8.742182250899539e-25,1.231293274774583e-23,True
DBNDD2,2.163963,1.4295766,-0.73438644,0.73438644,10.2663761913175,3.925206957468695e-24,5.451676329817633e-23,True
NUTM2A-AS1,3.5482924,4.3000274,0.751735,0.751735,-10.246955983443764,4.751246304956843e-24,6.508556582132662e-23,True
HIP1,4.368645,5.590135,1.2214899,1.2214899,-10.183124428252004,8.880960817308914e-24,1.2001298401768802e-22,True
PCA3,1.654541,1.0243094,-0.6302316,0.6302316,10.110544306546393,1.801036344782337e-23,2.401381793043116e-22,False
TSPAN5,3.8898127,4.7811303,0.8913176,0.8913176,-10.0870293856955,2.2625069708941844e-23,2.9769828564397164e-22,True
LPAR1,7.3947306,9.510757,2.1160269,2.1160269,-10.081897972639974,2.3778324831364618e-23,3.088094133943457e-22,True
FRY,1.9318527,3.2106035,1.2787508,1.2787508,-10.066297348441072,2.765438227011612e-23,3.5454336243738615e-22,True
LURAP1L-AS1,1.9441645,1.1878213,-0.75634325,0.75634325,9.926838408171424,1.0568959355495828e-22,1.337842956391877e-21,True
TRIM2,11.9072485,14.840961,2.933713,2.933713,-9.911504662027479,1.2235289769988892e-22,1.5294112212486114e-21,True
ENOX1,6.267228,7.670327,1.4030991,1.4030991,-9.877875513239546,1.685596585236389e-22,2.080983438563443e-21,True
COL4A5,6.126777,4.824927,-1.3018503,1.3018503,9.861931038770063,1.961447450116609e-22,2.3920090855080596e-21,True
GRAMD2B,1.6635455,2.2709844,0.6074389,0.6074389,-9.789815342812318,3.882486213651492e-22,4.67769423331505e-21,False
ZNF704,3.5972838,4.343708,0.7464242,0.7464242,-9.762424910718444,5.026088653246933e-22,5.983438872913015e-21,True
LINC01608,7.044019,9.42791,2.3838906,2.3838906,-9.710813062007135,8.160924156571894e-22,9.601087243025757e-21,True
PRKD1,1.9330151,2.4914606,0.55844545,0.55844545,-9.688643214066886,1.0042888681968544e-21,1.1677777537172726e-20,False
PDE4B,32.225567,39.453453,7.227886,7.227886,-9.683305885510293,1.0556677134402213e-21,1.2134111648738177e-20,True
CADM1,5.9294844,7.439832,1.5103478,1.5103478,-9.640039445821007,1.5804790941501306e-21,1.7959989706251487e-20,True
KANK1,4.5280833,5.6838565,1.1557732,1.1557732,-9.626523034456387,1.7922436667807756e-21,2.0137569289671638e-20,True
KIF6,2.7392213,3.537478,0.79825664,0.79825664,-9.571708223334952,2.97959312830563e-21,3.3106590314507e-20,True
PHLPP1,15.357317,18.673359,3.316042,3.316042,-9.547696501684282,3.719693746412104e-21,4.0875755455078066e-20,True
ADGRL3,8.265234,10.766281,2.5010471,2.5010471,-9.516757627810485,4.946923748763111e-21,5.3770910312642513e-20,True
AK5,5.276371,6.933608,1.657237,1.657237,-9.455411465595551,8.685656681332457e-21,9.339415786378986e-20,True
PTPRD,21.696777,26.581383,4.8846054,4.8846054,-9.41885866617001,1.2128188089259741e-20,1.290232775453164e-19,True
ATG4C,3.2140908,3.905254,0.69116306,0.69116306,-9.411008011698303,1.3027812307381264e-20,1.3713486639348698e-19,False
NFIA,7.5223684,9.042513,1.5201445,1.5201445,-9.291681681486889,3.8401825430819035e-20,4.0001901490436495e-19,True
TNIK,5.393773,7.8108253,2.4170523,2.4170523,-9.27539785724886,4.446348910821817e-20,4.583864856517337e-19,True
DOCK10,14.186983,17.002192,2.8152084,2.8152084,-9.260823153618862,5.068619062607773e-20,5.161984829169677e-19,True
MAP4K5,5.7247314,6.7566333,1.0319018,1.0319018,-9.2599097874615,5.110364980877981e-20,5.161984829169677e-19,True
TCF4,7.0258436,7.887289,0.8614454,0.8614454,-9.252399134801054,5.466793422804699e-20,5.466793422804698e-19,True
SLAIN1,11.130368,8.738555,-2.3918133,2.3918133,9.234325503155596,6.428454860165993e-20,6.364806792243557e-19,True
NAIP,2.9439778,2.2684083,-0.67556953,0.67556953,9.2263091724804,6.906859131937296e-20,6.771430521507153e-19,False
PHLDB1,4.3300934,3.4782164,-0.851877,0.851877,9.120029743374744,1.7794523368544796e-19,1.727623628014058e-18,True
FRMD5,20.954687,25.715649,4.7609615,4.7609615,-9.0969610304983,2.1823969003244876e-19,2.098458558004315e-18,True
ZSWIM6,7.9697714,8.980244,1.0104723,1.0104723,-9.044763139662832,3.4575873635350014e-19,3.292940346223811e-18,True
ADARB2,3.2636168,4.5310655,1.2674487,1.2674487,-8.964034169364629,7.01145915634707e-19,6.614584109761387e-18,True
ANK3,22.962967,28.887972,5.925005,5.925005,-8.886452294459664,1.3757543556647455e-18,1.2857517342661173e-17,True
ADAMTS18,1.5978577,1.0072132,-0.5906445,0.5906445,8.854191705503744,1.8179942639194923e-18,1.683328022147678e-17,False
SPATA6,3.3522632,2.8343036,-0.5179596,0.5179596,8.814849157084575,2.550827768225817e-18,2.3402089616750617e-17,False
SLC44A1,19.842207,24.416035,4.5738277,4.5738277,-8.805781948752886,2.757380628930021e-18,2.5067096626636557e-17,True
LANCL1,3.9278407,4.847507,0.9196663,0.9196663,-8.803863038598832,2.803168181769213e-18,2.5253767403326246e-17,True
ADIPOR2,3.7841332,3.0972817,-0.6868515,0.6868515,8.774776951038682,3.596589904129435e-18,3.211240985829853e-17,False
KANSL1,5.2098246,4.4725266,-0.737298,0.737298,8.764504810199785,3.9268182316269455e-18,3.475060381970748e-17,True
ANO4,10.0666485,12.531221,2.464573,2.464573,-8.66566431668061,9.100514695561645e-18,7.982907627685652e-17,True
SHTN1,11.975809,14.468129,2.49232,2.49232,-8.629192070501732,1.2382740946473374e-17,1.0767600823020325e-16,True
GLUL,2.7424214,1.9488528,-0.7935686,0.7935686,8.560321013378125,2.2079573250436143e-17,1.903411487106564e-16,True
SH3GL3,7.759025,9.766893,2.0078683,2.0078683,-8.529981638367627,2.8448654418707357e-17,2.4315089246758423e-16,True
FBXL7,9.229153,10.931912,1.7027597,1.7027597,-8.517793046040246,3.1490705260112903e-17,2.6687038356027887e-16,True
EIF4G3,5.058304,5.6186457,0.56034184,0.56034184,-8.506148118863305,3.469618977687683e-17,2.915646199737549e-16,False
GOLGA4,3.359708,2.762839,-0.596869,0.596869,8.466613435664724,4.817493752020379e-17,4.0145781266836493e-16,False
ALCAM,7.6985784,8.824115,1.1255364,1.1255364,-8.410641048345674,7.648880025109966e-17,6.321388450504104e-16,True
LDLRAD3,1.9381694,2.56563,0.6274606,0.6274606,-8.385927254681947,9.372689220646854e-17,7.682532148071192e-16,False
NKAIN2,13.027261,16.665668,3.6384077,3.6384077,-8.380983342694055,9.760979054141365e-17,7.935755328570216e-16,True
ELL2,4.297458,3.487563,-0.8098953,0.8098953,8.37492012613964,1.0258903524451254e-16,8.273309293912301e-16,True
CDH19,3.231184,2.446747,-0.78443694,0.78443694,8.292524563181138,2.0106225738994978e-16,1.6084980591195983e-15,True
GALNT13,4.6267166,5.701464,1.0747476,1.0747476,-8.22206699249097,3.5574788659686736e-16,2.8233959253719633e-15,True
HECW2,4.3307304,5.2371297,0.90639925,0.90639925,-8.107237743889609,8.931091063865096e-16,7.032355168397714e-15,True
MOG,5.1487823,4.182314,-0.96646833,0.96646833,8.0815538935608,1.0955208996817837e-15,8.558757028763935e-15,True
TPST1,1.6402522,0.6761112,-0.964141,0.964141,8.067022435818263,1.2294232105288214e-15,9.530412484719545e-15,True
IL1RAPL1,53.421764,64.94437,11.522602,11.522602,-8.005706549941532,1.9957979268252484e-15,1.5352291744809603e-14,True
LINC01505,2.1359942,1.4985216,-0.6374726,0.6374726,7.997936219464048,2.121668450903223e-15,1.6195942373307047e-14,False
ARFGEF3,3.8467062,4.5350437,0.68833756,0.68833756,-7.976567488213223,2.509575919415906e-15,1.9011938783453832e-14,False
BAZ2B,5.979039,6.510554,0.53151464,0.53151464,-7.959914612955854,2.8596104584251625e-15,2.1500830514474905e-14,False
HHIP,4.6833715,5.8467236,1.163352,1.163352,-7.832421699652918,7.706792772198252e-15,5.751337889700188e-14,True
MAML2,6.9892483,8.633717,1.6444683,1.6444683,-7.830900902663489,7.797789419698216e-15,5.776140310887567e-14,True
DIP2C,9.495028,8.13741,-1.3576174,1.3576174,7.7817469563382256,1.1382920776573075e-14,8.369794688656672e-14,True
SGK1,7.7754965,6.3916974,-1.3837991,1.3837991,7.733637165855253,1.6448781861585055e-14,1.1968358522445923e-13,True
ASB3,1.9408875,2.560402,0.61951447,0.61951447,-7.733100028060547,1.6516334760975375e-14,1.1968358522445923e-13,False
SSBP2,3.0965824,3.554001,0.45741868,0.45741868,-7.723559611045092,1.7762716461159832e-14,1.2778932705870383e-13,False
RABGAP1L,4.3860397,4.877306,0.49126625,0.49126625,-7.716407735478561,1.8757349744651257e-14,1.3398106960465182e-13,False
STARD13,4.629396,5.5277715,0.8983755,0.8983755,-7.678683618322428,2.4983410861360472e-14,1.7718731107347853e-13,True
AC009063.2,1.8256857,2.305023,0.47933722,0.47933722,-7.611853763229925,4.1381697231030336e-14,2.9142040303542495e-13,False
CSMD2,2.3663397,1.6930735,-0.6732662,0.6732662,7.580699028922286,5.228506271180467e-14,3.6562980917345926e-13,False
BAALC,1.5508076,0.97379977,-0.57700783,0.57700783,7.568848002014386,5.713656078809399e-14,3.9678167213954165e-13,False
PPP1R9A,3.6620703,4.545808,0.88373756,0.88373756,-7.54954416482024,6.600356746342488e-14,4.551970169891371e-13,True
KLHL4,2.5490363,3.1049936,0.5559573,0.5559573,-7.53746697406266,7.222564076400987e-14,4.94696169616506e-13,False
NALCN,4.7047744,5.4079666,0.70319223,0.70319223,-7.515259305397991,8.520868469213248e-14,5.796509162730101e-13,False
EXOC6B,9.790283,11.230526,1.4402428,1.4402428,-7.508502733148687,8.959587369582261e-14,6.053775249717745e-13,True
PIEZO2,1.452057,2.0760112,0.6239542,0.6239542,-7.487331709960247,1.048318283387979e-13,7.03569317710053e-13,False
BBS9,3.549827,3.9834886,0.43366146,0.43366146,-7.484324182297438,1.0719339779345677e-13,7.146226519563784e-13,False
NLGN1,20.784573,25.589771,4.8051987,4.8051987,-7.445444970819415,1.428626377201592e-13,9.461101835772133e-13,True
SLC12A2,3.8401482,4.5940557,0.75390744,0.75390744,-7.441524216954054,1.4705038114537872e-13,9.674367180617022e-13,True
KCNQ1OT1,2.1093297,1.6221893,-0.48714042,0.48714042,7.422708360214931,1.6888773287827465e-13,1.1038413913612723e-12,False
AGTPBP1,4.845215,4.109156,-0.7360587,0.7360587,7.355213244758321,2.767935005931597e-13,1.797360393462076e-12,True
APP,8.305922,9.58809,1.2821684,1.2821684,-7.352186668399462,2.829665027889018e-13,1.82559034057356e-12,True
OSBP2,2.5229661,2.979944,0.45697784,0.45697784,-7.347970109122979,2.917927312076806e-13,1.87046622569026e-12,False
HIF1A-AS3,0.67631114,0.16044845,-0.5158627,0.5158627,7.326545749793379,3.4099204249423735e-13,2.171923837542913e-12,False
PLD1,4.298996,5.05308,0.7540841,0.7540841,-7.295423233204259,4.2729170162721745e-13,2.7043778584001106e-12,True
MBNL2,6.3835244,7.286183,0.90265846,0.90265846,-7.229155497700848,6.887777560613025e-13,4.331935572712594e-12,True
PTPN13,3.6263692,3.0314927,-0.5948765,0.5948765,7.2207670134694775,7.314821447568821e-13,4.571763404730513e-12,False
AL078590.2,1.8826228,1.4603242,-0.42229867,0.42229867,7.1953312973188694,8.775053221331251e-13,5.450343615733696e-12,False
PTBP2,5.996032,6.8558817,0.85984945,0.85984945,-7.178666431606359,9.883267028116475e-13,6.100782116121281e-12,True
CNTNAP4,4.892128,6.3721075,1.4799795,1.4799795,-7.1337661804315955,1.3599359345175008e-12,8.343165242438655e-12,True
PARD3B,2.4910107,3.159398,0.6683874,0.6683874,-7.062077908278366,2.255216133207053e-12,1.375131788540886e-11,False
ELF2,3.8284633,3.4209182,-0.4075451,0.4075451,7.057090164824257,2.335588189173249e-12,1.4155079934383327e-11,False
MOBP,7.127182,9.01599,1.8888083,1.8888083,-7.0476045514071535,2.496270698643981e-12,1.503777529303603e-11,True
MTRNR2L12,0.9907051,1.6009892,0.61028415,0.61028415,-7.040260591355769,2.6280806452054316e-12,1.573700985152953e-11,False
LIMCH1,10.209513,12.051879,1.8423662,1.8423662,-6.995888345120385,3.5826623935809247e-12,2.1325371390362647e-11,True
FTH1,4.810846,3.6050096,-1.2058363,1.2058363,6.951718073788209,4.8684103038635514e-12,2.8807161561322787e-11,True
KIF1B,6.387204,7.057351,0.67014694,0.67014694,-6.950498439836534,4.909685072363953e-12,2.888050042567031e-11,False
ABCA2,3.0890186,2.5708907,-0.5181279,0.5181279,6.949112625808043,4.957000401592238e-12,2.898830644205987e-11,False
ETV6,2.3610284,1.3497864,-1.011242,1.011242,6.933672039843335,5.515400462858273e-12,3.2066281760803915e-11,True
FUT9,3.426127,4.1108575,0.6847305,0.6847305,-6.918516442778156,6.123330820084889e-12,3.5394975838640976e-11,False
ADD3,3.14078,3.5448794,0.40409946,0.40409946,-6.903972974611098,6.7682868639118445e-12,3.889820036730945e-11,False
PSEN1,3.5056612,4.0414147,0.5357535,0.5357535,-6.8516634424418035,9.687537285168089e-12,5.5357355915246223e-11,False
NCOA7,4.0029793,3.4507585,-0.5522208,0.5522208,6.842810196023765,1.0291146301339143e-11,5.847242216669967e-11,False
VEGFA,0.5144176,0.10091284,-0.41350475,0.41350475,6.836787610941126,1.0722678660497933e-11,6.058010542654199e-11,False
ASAP1,2.918664,2.3469093,-0.5717547,0.5717547,6.81426699485919,1.2499260290104905e-11,7.022056342755565e-11,False
SELENOP,2.8863008,2.3308575,-0.5554433,0.5554433,6.793641202893927,1.4377616746747355e-11,8.0321881266745e-11,False
GAS7,3.2860718,2.765908,-0.5201638,0.5201638,6.792268080349764,1.4512048691542445e-11,8.062249273079137e-11,False
GNAO1,6.9031434,8.120338,1.217195,1.217195,-6.763837463052037,1.75892336125719e-11,9.717808625730332e-11,True
LRRTM3,4.3573427,3.5791488,-0.77819395,0.77819395,6.716020733529023,2.426556355162889e-11,1.333272722616972e-10,True
MAN2A1,12.084396,14.293466,2.2090693,2.2090693,-6.696059185878708,2.7736965796627148e-11,1.5156811910725217e-10,True
QDPR,4.8322287,5.8246717,0.9924431,0.9924431,-6.6897446711110735,2.8933105419213024e-11,1.5724513814789687e-10,True
RTN4,7.970115,8.91311,0.9429946,0.9429946,-6.672095803499595,3.255066220427269e-11,1.7594952542850104e-10,True
HIPK2,6.7313232,7.639576,0.9082527,0.9082527,-6.66848657577344,3.3343246119540204e-11,1.7926476408354948e-10,True
KIF13A,5.084414,5.715626,0.63121176,0.63121176,-6.642798320670363,3.955679151593116e-11,2.115336444702201e-10,False
NAV2,4.7148905,3.2055082,-1.5093822,1.5093822,6.62202221629845,4.539950823190902e-11,2.414867459144097e-10,True
ITM2B,2.09997,1.719567,-0.38040316,0.38040316,6.603952126806354,5.116217267812921e-11,2.70699326339308e-10,False
DMD,6.680946,5.6081586,-1.0727873,1.0727873,6.595127872204797,5.423071010285559e-11,2.8542479001502943e-10,True
TULP4,2.9765372,3.3939354,0.4173982,0.4173982,-6.587513947237262,5.702260784678777e-11,2.985476850617161e-10,False
GAB2,5.292176,5.892083,0.5999074,0.5999074,-6.585102154876815,5.793596072459422e-11,3.017497954405949e-10,False
TACC1,2.8381422,2.234967,-0.60317516,0.60317516,6.582831198457896,5.880906096248367e-11,3.0471016042737653e-10,False
DOCK5,8.790117,10.375893,1.5857754,1.5857754,-6.578195522822176,6.063147649074727e-11,3.1253338397292405e-10,True
MYRF,2.866287,2.4068112,-0.45947576,0.45947576,6.565082520028867,6.609115245124082e-11,3.389289869294401e-10,False
OTUD7A,6.1183,5.1637464,-0.9545536,0.9545536,6.525698723826134,8.554511225725056e-11,4.364546543737273e-10,True
AHCYL2,1.2573769,1.7903645,0.5329876,0.5329876,-6.523822564755172,8.659996110548162e-11,4.3959371119533814e-10,False
CPEB4,3.0869513,2.659431,-0.42752028,0.42752028,6.507515564537639,9.632081572024261e-11,4.864687662638515e-10,False
FNBP1,6.3165703,7.049946,0.73337555,0.73337555,-6.479882770789451,1.1528425314237981e-10,5.793178549868332e-10,True
DLC1,6.1904345,7.1438584,0.953424,0.953424,-6.466187322003763,1.2599128527548496e-10,6.299564263774247e-10,True
PDE1C,12.530369,14.731015,2.2006464,2.2006464,-6.464691600965938,1.2721794609818636e-10,6.329251049661012e-10,True
MAL,2.5853667,2.1698115,-0.41555524,0.41555524,6.454511134844981,1.3588300095079068e-10,6.726881235187657e-10,False
UGT8,5.0118213,5.8698754,0.85805416,0.85805416,-6.431321322417909,1.5783241265055362e-10,7.774995697071607e-10,True
FRMD4B,10.822543,12.568137,1.745594,1.745594,-6.421805634528,1.678104241618924e-10,8.226001184406491e-10,True
IQGAP1,3.5106745,2.9726775,-0.537997,0.537997,6.418709373631808,1.7118818393164186e-10,8.350643118616677e-10,False
NAALADL2,6.183735,6.795135,0.6114001,0.6114001,-6.397907788261418,1.9566828782153049e-10,9.498460573860704e-10,False
LINC01630,3.145027,3.7203872,0.5753603,0.5753603,-6.39676762893908,1.9710473630086052e-10,9.521967937239639e-10,False
SLC25A37,0.95541847,0.5190652,-0.43635327,0.43635327,6.391027620724017,2.044944412383626e-10,9.831463521075126e-10,False
RNF13,3.571709,3.9445803,0.3728714,0.3728714,-6.352968254423036,2.60816125562326e-10,1.247924045752756e-09,False
SPP1,5.282484,1.8583989,-3.4240851,3.4240851,6.326722135411721,3.0821721296499006e-10,1.4677010141190004e-09,True
ADGRB3,9.57265,11.609163,2.0365133,2.0365133,-6.278032361889898,4.1943662574545575e-10,1.9878513068505013e-09,True
RYBP,4.456916,5.129244,0.672328,0.672328,-6.256818438970206,4.793693999907325e-10,2.261176415050625e-09,False
PCDH9-AS2,4.346375,3.4207592,-0.9256158,0.9256158,6.241365613944915,5.28212664834327e-10,2.479871665888859e-09,True
CNTNAP2,10.237748,12.293608,2.0558596,2.0558596,-6.224239235646134,5.880299104662125e-10,2.747803319935573e-09,True
AGPAT4,5.2049885,4.4768586,-0.72812986,0.72812986,6.22347012462404,5.90865939451056e-10,2.748213671865377e-09,True
SSH2,5.907033,6.6458592,0.7388263,0.7388263,-6.199069383412762,6.881112370037303e-10,3.185700171313566e-09,True
TMSB4X,1.0961273,0.64539707,-0.4507302,0.4507302,6.143865895420315,9.693486411731986e-10,4.467044429369579e-09,False
IFI16,0.95474535,0.60145706,-0.3532883,0.3532883,6.141545598321359,9.83350895824386e-10,4.510783925799936e-09,False
LINC00639,5.464351,6.371036,0.9066849,0.9066849,-6.085284797528918,1.3901864106249977e-09,6.347883153538802e-09,True
OPRM1,0.4925644,0.120112054,-0.37245235,0.37245235,6.023467544516466,2.0268714589058497e-09,9.213052085935681e-09,False
ERBIN,15.738589,13.620785,-2.1178045,2.1178045,5.946733102480599,3.22080358480401e-09,1.4573771876941221e-08,True
ST18,28.061571,32.74497,4.6833973,4.6833973,-5.920119918018269,3.777215856060206e-09,1.7014485838109037e-08,True
SPOCK3,14.175256,16.250483,2.0752268,2.0752268,-5.870352654758936,5.079592784380643e-09,2.2778442979285395e-08,True
