"analysis","statistic","source","condition","score","p_value"
"OUD_vs_Control_Male_results_ulm","ulm","SOX13","OUD_vs_Control_Male_results",-3.37950370114818,0.000727205479423103
"OUD_vs_Control_Male_results_ulm","ulm","FOXO1","OUD_vs_Control_Male_results",-3.36213978536195,0.000774493336329514
"OUD_vs_Control_Male_results_ulm","ulm","BATF","OUD_vs_Control_Male_results",-3.30995086631001,0.000934357332111662
"OUD_vs_Control_Male_results_ulm","ulm","SRF","OUD_vs_Control_Male_results",-3.29531212370188,0.000984402964749505
"OUD_vs_Control_Male_results_ulm","ulm","IRF2","OUD_vs_Control_Male_results",-3.26189225132235,0.00110809828505325
"OUD_vs_Control_Male_results_ulm","ulm","MYB","OUD_vs_Control_Male_results",-3.21509762482002,0.00130555019631811
"OUD_vs_Control_Male_results_ulm","ulm","MEIS1","OUD_vs_Control_Male_results",-3.20911690707856,0.00133300372164085
"OUD_vs_Control_Male_results_ulm","ulm","MAX","OUD_vs_Control_Male_results",-3.19793634868792,0.00138575986917756
"OUD_vs_Control_Male_results_ulm","ulm","ELF3","OUD_vs_Control_Male_results",-3.16015016766258,0.00157863577844514
"OUD_vs_Control_Male_results_ulm","ulm","PAX5","OUD_vs_Control_Male_results",-3.15588144232392,0.00160191329485001
"OUD_vs_Control_Male_results_ulm","ulm","NFKB2","OUD_vs_Control_Male_results",-3.11327911426995,0.0018521612478698
"OUD_vs_Control_Male_results_ulm","ulm","ZFX","OUD_vs_Control_Male_results",-3.10324330506109,0.00191611744684455
"OUD_vs_Control_Male_results_ulm","ulm","TCF7","OUD_vs_Control_Male_results",-3.1022687754683,0.00192243475561162
"OUD_vs_Control_Male_results_ulm","ulm","ATF1","OUD_vs_Control_Male_results",-3.07196083286169,0.00212871228649787
"OUD_vs_Control_Male_results_ulm","ulm","SREBF1","OUD_vs_Control_Male_results",-3.06014990954234,0.00221445324788632
"OUD_vs_Control_Male_results_ulm","ulm","REST","OUD_vs_Control_Male_results",-3.0579836768141,0.00223051827260931
"OUD_vs_Control_Male_results_ulm","ulm","CEBPE","OUD_vs_Control_Male_results",-3.05637217909437,0.00224253852344048
"OUD_vs_Control_Male_results_ulm","ulm","MEIS2","OUD_vs_Control_Male_results",-3.05268445561627,0.00227026911591787
"OUD_vs_Control_Male_results_ulm","ulm","BACH1","OUD_vs_Control_Male_results",-3.04343564576614,0.00234120504394369
"OUD_vs_Control_Male_results_ulm","ulm","ATF7","OUD_vs_Control_Male_results",-3.04292497355153,0.00234518027396384
"OUD_vs_Control_Male_results_ulm","ulm","THAP1","OUD_vs_Control_Male_results",-3.03938550153802,0.00237290294300169
"OUD_vs_Control_Male_results_ulm","ulm","ELK1","OUD_vs_Control_Male_results",-3.01524806070027,0.00257010071009478
"OUD_vs_Control_Male_results_ulm","ulm","JUND","OUD_vs_Control_Male_results",-3.0103680799478,0.00261174640675259
"OUD_vs_Control_Male_results_ulm","ulm","PPARG","OUD_vs_Control_Male_results",-2.99495848694429,0.00274733454787703
"OUD_vs_Control_Male_results_ulm","ulm","SREBF2","OUD_vs_Control_Male_results",-2.93407821048158,0.00334824056419863
"OUD_vs_Control_Male_results_ulm","ulm","MEF2C","OUD_vs_Control_Male_results",-2.93273798144016,0.0033627222580775
"OUD_vs_Control_Male_results_ulm","ulm","OTX2","OUD_vs_Control_Male_results",-2.91883522125304,0.00351634718567197
"OUD_vs_Control_Male_results_ulm","ulm","ZEB1","OUD_vs_Control_Male_results",-2.91595970124661,0.00354890784216846
"OUD_vs_Control_Male_results_ulm","ulm","NR2C2","OUD_vs_Control_Male_results",-2.91161804800516,0.00359859010051216
"OUD_vs_Control_Male_results_ulm","ulm","PBX2","OUD_vs_Control_Male_results",-2.88954455344526,0.00386110318844469
"OUD_vs_Control_Male_results_ulm","ulm","KLF1","OUD_vs_Control_Male_results",-2.88084035026269,0.00396931689663544
"OUD_vs_Control_Male_results_ulm","ulm","ZNF143","OUD_vs_Control_Male_results",-2.87857967010192,0.00399786940347982
"OUD_vs_Control_Male_results_ulm","ulm","FOXM1","OUD_vs_Control_Male_results",-2.87448567324252,0.00405005186931587
"OUD_vs_Control_Male_results_ulm","ulm","USF1","OUD_vs_Control_Male_results",-2.84969964365265,0.00437939679352764
"OUD_vs_Control_Male_results_ulm","ulm","NFE2L2","OUD_vs_Control_Male_results",-2.84907248230403,0.00438803648734359
"OUD_vs_Control_Male_results_ulm","ulm","POU5F1","OUD_vs_Control_Male_results",-2.84758327985692,0.00440861348091696
"OUD_vs_Control_Male_results_ulm","ulm","ARID2","OUD_vs_Control_Male_results",-2.84745502358657,0.00441038974079062
"OUD_vs_Control_Male_results_ulm","ulm","SOX6","OUD_vs_Control_Male_results",-2.77195562007539,0.0055759159625884
"OUD_vs_Control_Male_results_ulm","ulm","TFDP1","OUD_vs_Control_Male_results",-2.77141014156004,0.00558526391962643
"OUD_vs_Control_Male_results_ulm","ulm","ZEB2","OUD_vs_Control_Male_results",-2.74584689966072,0.00603952555010657
"OUD_vs_Control_Male_results_ulm","ulm","HOXB13","OUD_vs_Control_Male_results",-2.74405810678291,0.00607252543748063
"OUD_vs_Control_Male_results_ulm","ulm","NRF1","OUD_vs_Control_Male_results",-2.74043476406449,0.00613986752260214
"OUD_vs_Control_Male_results_ulm","ulm","NR2F1","OUD_vs_Control_Male_results",-2.73059824375943,0.00632608979260268
"OUD_vs_Control_Male_results_ulm","ulm","PBX3","OUD_vs_Control_Male_results",-2.72708507971649,0.00639382226069326
"OUD_vs_Control_Male_results_ulm","ulm","GFI1B","OUD_vs_Control_Male_results",-2.71594040574577,0.00661302738425611
"OUD_vs_Control_Male_results_ulm","ulm","SNAI2","OUD_vs_Control_Male_results",-2.71223810252665,0.0066873297338818
"OUD_vs_Control_Male_results_ulm","ulm","JUNB","OUD_vs_Control_Male_results",-2.70532401807201,0.00682810241554707
"OUD_vs_Control_Male_results_ulm","ulm","CLOCK","OUD_vs_Control_Male_results",-2.68468273170407,0.00726434334340727
"OUD_vs_Control_Male_results_ulm","ulm","BHLHE22","OUD_vs_Control_Male_results",-2.66523770218709,0.00769801240850017
"OUD_vs_Control_Male_results_ulm","ulm","MAFF","OUD_vs_Control_Male_results",-2.66264059412994,0.00775765721069378
"OUD_vs_Control_Male_results_ulm","ulm","USF2","OUD_vs_Control_Male_results",-2.66138863559157,0.00778655716826728
"OUD_vs_Control_Male_results_ulm","ulm","MYOD1","OUD_vs_Control_Male_results",-2.65530371729013,0.00792839859505733
"OUD_vs_Control_Male_results_ulm","ulm","HMBOX1","OUD_vs_Control_Male_results",-2.65132744861475,0.00802233258351337
"OUD_vs_Control_Male_results_ulm","ulm","NR2F6","OUD_vs_Control_Male_results",-2.6055102131517,0.00917883504763933
"OUD_vs_Control_Male_results_ulm","ulm","HNF4G","OUD_vs_Control_Male_results",-2.57463728046455,0.0100398529128726
"OUD_vs_Control_Male_results_ulm","ulm","ESRRA","OUD_vs_Control_Male_results",-2.56568483696003,0.0103026337197241
"OUD_vs_Control_Male_results_ulm","ulm","CTCFL","OUD_vs_Control_Male_results",-2.56403702694007,0.0103516635106169
"OUD_vs_Control_Male_results_ulm","ulm","HOXA9","OUD_vs_Control_Male_results",-2.56124168620485,0.0104353125975139
"OUD_vs_Control_Male_results_ulm","ulm","GABPA","OUD_vs_Control_Male_results",-2.55193582198031,0.0107181362072694
"OUD_vs_Control_Male_results_ulm","ulm","GRHL2","OUD_vs_Control_Male_results",-2.54607265242968,0.0108998103443789
"OUD_vs_Control_Male_results_ulm","ulm","KDM5B","OUD_vs_Control_Male_results",-2.54024252572086,0.0110831693264451
"OUD_vs_Control_Male_results_ulm","ulm","CUX1","OUD_vs_Control_Male_results",-2.53016507148587,0.011406577440482
"OUD_vs_Control_Male_results_ulm","ulm","ZNF639","OUD_vs_Control_Male_results",-2.52493110969392,0.011577830375279
"OUD_vs_Control_Male_results_ulm","ulm","MEF2B","OUD_vs_Control_Male_results",-2.52002509481469,0.0117404206738762
"OUD_vs_Control_Male_results_ulm","ulm","TWIST1","OUD_vs_Control_Male_results",-2.47804154268781,0.013216701978385
"OUD_vs_Control_Male_results_ulm","ulm","ELK4","OUD_vs_Control_Male_results",-2.4720526539409,0.0134401492111571
"OUD_vs_Control_Male_results_ulm","ulm","CEBPD","OUD_vs_Control_Male_results",-2.46928136546995,0.0135446719887499
"OUD_vs_Control_Male_results_ulm","ulm","ETV1","OUD_vs_Control_Male_results",-2.46478354773692,0.01371584230995
"OUD_vs_Control_Male_results_ulm","ulm","MAFK","OUD_vs_Control_Male_results",-2.43473828868282,0.0149090585694949
"OUD_vs_Control_Male_results_ulm","ulm","TBP","OUD_vs_Control_Male_results",-2.42274272569649,0.0154104291529022
"OUD_vs_Control_Male_results_ulm","ulm","IRF9","OUD_vs_Control_Male_results",-2.41233507207954,0.0158573943619015
"OUD_vs_Control_Male_results_ulm","ulm","FOXJ2","OUD_vs_Control_Male_results",-2.40053250757476,0.0163780259284146
"OUD_vs_Control_Male_results_ulm","ulm","PROX1","OUD_vs_Control_Male_results",-2.3812442848132,0.0172612220356597
"OUD_vs_Control_Male_results_ulm","ulm","BACH2","OUD_vs_Control_Male_results",-2.37967311218266,0.0173349719401661
"OUD_vs_Control_Male_results_ulm","ulm","MBD1","OUD_vs_Control_Male_results",-2.37450829357206,0.0175793563508823
"OUD_vs_Control_Male_results_ulm","ulm","KLF5","OUD_vs_Control_Male_results",-2.37129047296643,0.0177331368449085
"OUD_vs_Control_Male_results_ulm","ulm","SPIB","OUD_vs_Control_Male_results",-2.36305856224256,0.0181319196313438
"OUD_vs_Control_Male_results_ulm","ulm","TEAD2","OUD_vs_Control_Male_results",-2.35021624795053,0.0187697331439429
"OUD_vs_Control_Male_results_ulm","ulm","NCOA3","OUD_vs_Control_Male_results",-2.34809092755661,0.0188771587104382
"OUD_vs_Control_Male_results_ulm","ulm","ATF2","OUD_vs_Control_Male_results",-2.33768171169913,0.0194111007341766
"OUD_vs_Control_Male_results_ulm","ulm","ONECUT1","OUD_vs_Control_Male_results",-2.31955914685724,0.0203722308899444
"OUD_vs_Control_Male_results_ulm","ulm","SP4","OUD_vs_Control_Male_results",-2.31805298475492,0.0204539476145655
"OUD_vs_Control_Male_results_ulm","ulm","ZBTB11","OUD_vs_Control_Male_results",-2.30610855400321,0.0211121773206913
"OUD_vs_Control_Male_results_ulm","ulm","ZKSCAN1","OUD_vs_Control_Male_results",-2.30536700038335,0.0211536443373288
"OUD_vs_Control_Male_results_ulm","ulm","FOXA2","OUD_vs_Control_Male_results",-2.30467631853345,0.021192330454316
"OUD_vs_Control_Male_results_ulm","ulm","SMAD4","OUD_vs_Control_Male_results",-2.30254161475085,0.0213122882733588
"OUD_vs_Control_Male_results_ulm","ulm","TP73","OUD_vs_Control_Male_results",-2.30242897152997,0.0213186345553507
"OUD_vs_Control_Male_results_ulm","ulm","NCOA1","OUD_vs_Control_Male_results",-2.29016819715528,0.0220193165611513
"OUD_vs_Control_Male_results_ulm","ulm","IRF3","OUD_vs_Control_Male_results",-2.28998121775335,0.022030155398486
"OUD_vs_Control_Male_results_ulm","ulm","TP63","OUD_vs_Control_Male_results",-2.25724819813942,0.024000603407585
"OUD_vs_Control_Male_results_ulm","ulm","HBP1","OUD_vs_Control_Male_results",-2.25681277405023,0.0240278131160003
"OUD_vs_Control_Male_results_ulm","ulm","FOSL1","OUD_vs_Control_Male_results",-2.24082383914908,0.0250456625974879
"OUD_vs_Control_Male_results_ulm","ulm","NCOA2","OUD_vs_Control_Male_results",-2.20472682262166,0.0274817521625821
"OUD_vs_Control_Male_results_ulm","ulm","CEBPB","OUD_vs_Control_Male_results",-2.20229394275043,0.0276530548019382
"OUD_vs_Control_Male_results_ulm","ulm","RUNX2","OUD_vs_Control_Male_results",-2.1986382488918,0.0279121889169072
"OUD_vs_Control_Male_results_ulm","ulm","NR5A2","OUD_vs_Control_Male_results",-2.19411411954335,0.02823577855479
"OUD_vs_Control_Male_results_ulm","ulm","FOXO3","OUD_vs_Control_Male_results",-2.18292043892702,0.0290503357931414
"OUD_vs_Control_Male_results_ulm","ulm","ZNF740","OUD_vs_Control_Male_results",-2.17667512370091,0.0295135341217566
"OUD_vs_Control_Male_results_ulm","ulm","RBPJ","OUD_vs_Control_Male_results",-2.16695532008586,0.0302470606216552
"OUD_vs_Control_Male_results_ulm","ulm","ATF4","OUD_vs_Control_Male_results",-2.13786145223086,0.0325370287581068
"OUD_vs_Control_Male_results_ulm","ulm","PKNOX1","OUD_vs_Control_Male_results",-2.12546826565181,0.0335566990671269
"OUD_vs_Control_Male_results_ulm","ulm","KLF4","OUD_vs_Control_Male_results",-2.11775277106551,0.0342052130056331
"OUD_vs_Control_Male_results_ulm","ulm","CREB3L1","OUD_vs_Control_Male_results",-2.11657086657688,0.0343054962693077
"OUD_vs_Control_Male_results_ulm","ulm","PDX1","OUD_vs_Control_Male_results",-2.11393378949044,0.0345301553381239
"OUD_vs_Control_Male_results_ulm","ulm","ARID3A","OUD_vs_Control_Male_results",-2.11066895741786,0.0348100346759418
"OUD_vs_Control_Male_results_ulm","ulm","RXRA","OUD_vs_Control_Male_results",-2.09266861682109,0.0363881480232909
"OUD_vs_Control_Male_results_ulm","ulm","SOX10","OUD_vs_Control_Male_results",-2.08808797695481,0.0367993367512075
"OUD_vs_Control_Male_results_ulm","ulm","CREB3","OUD_vs_Control_Male_results",-2.08063472873601,0.0374768481309299
"OUD_vs_Control_Male_results_ulm","ulm","ASCL1","OUD_vs_Control_Male_results",-2.00995940208337,0.0444455103331772
"OUD_vs_Control_Male_results_ulm","ulm","STAT4","OUD_vs_Control_Male_results",-1.9659569459919,0.0493139139671182
"OUD_vs_Control_Male_results_ulm","ulm","MYCN","OUD_vs_Control_Male_results",-1.96589574271727,0.049320985195229
"OUD_vs_Control_Male_results_mlm","mlm","STAT1","OUD_vs_Control_Male_results",-5.51467295833214,3.52695187256838e-08
"OUD_vs_Control_Male_results_mlm","mlm","ETS1","OUD_vs_Control_Male_results",-4.56531760818704,5.00983723909559e-06
"OUD_vs_Control_Male_results_mlm","mlm","SPI1","OUD_vs_Control_Male_results",-4.04353824897966,5.2799712864568e-05
"OUD_vs_Control_Male_results_mlm","mlm","CEBPE","OUD_vs_Control_Male_results",-3.61162843448655,0.000304843358528738
"OUD_vs_Control_Male_results_mlm","mlm","E2F1","OUD_vs_Control_Male_results",-3.48865780500294,0.000486241350832879
"OUD_vs_Control_Male_results_mlm","mlm","THAP11","OUD_vs_Control_Male_results",-3.29064207948318,0.0010008979209101
"OUD_vs_Control_Male_results_mlm","mlm","E2F4","OUD_vs_Control_Male_results",-3.03143925440733,0.00243626360397747
"OUD_vs_Control_Male_results_mlm","mlm","STAT2","OUD_vs_Control_Male_results",-2.90814322564299,0.00363884131065056
"OUD_vs_Control_Male_results_mlm","mlm","HSF1","OUD_vs_Control_Male_results",-2.85797902345604,0.00426681442419622
"OUD_vs_Control_Male_results_mlm","mlm","CEBPA","OUD_vs_Control_Male_results",-2.77733900994596,0.00548445687460601
"OUD_vs_Control_Male_results_mlm","mlm","FOS","OUD_vs_Control_Male_results",-2.77054969647813,0.00560008135097638
"OUD_vs_Control_Male_results_mlm","mlm","FOXA1","OUD_vs_Control_Male_results",-2.56614711141409,0.0102889763403564
"OUD_vs_Control_Male_results_mlm","mlm","CREB1","OUD_vs_Control_Male_results",2.53078935721851,0.011386365351792
"OUD_vs_Control_Male_results_mlm","mlm","NR2C2","OUD_vs_Control_Male_results",-2.44372110364199,0.0145431484260214
"OUD_vs_Control_Male_results_mlm","mlm","LYL1","OUD_vs_Control_Male_results",-2.37457276432079,0.0175763655092373
"OUD_vs_Control_Male_results_mlm","mlm","ZBTB33","OUD_vs_Control_Male_results",-2.36639181652617,0.0179695875475591
"OUD_vs_Control_Male_results_mlm","mlm","RFX5","OUD_vs_Control_Male_results",-2.3223739902213,0.0202203583135446
"OUD_vs_Control_Male_results_mlm","mlm","EGR1","OUD_vs_Control_Male_results",-2.297628264177,0.0215907248316398
"OUD_vs_Control_Male_results_mlm","mlm","NR2F2","OUD_vs_Control_Male_results",2.29614370060004,0.0216754486219724
"OUD_vs_Control_Male_results_mlm","mlm","PRDM14","OUD_vs_Control_Male_results",-2.22714773449783,0.0259457859641055
"OUD_vs_Control_Male_results_mlm","mlm","IRF1","OUD_vs_Control_Male_results",2.13288555435534,0.0329432965494451
"OUD_vs_Control_Male_results_mlm","mlm","OTX2","OUD_vs_Control_Male_results",-2.10215540684937,0.0355490951486019
"OUD_vs_Control_Male_results_mlm","mlm","KMT2A","OUD_vs_Control_Male_results",-2.08879198013309,0.0367359897083019
"OUD_vs_Control_Male_results_mlm","mlm","TP53","OUD_vs_Control_Male_results",-1.97108145031786,0.0487249702929977
"OUD_vs_Control_Putamen_results_ulm","ulm","HIF1A","OUD_vs_Control_Putamen_results",8.5225761845056,1.64187146974902e-17
"OUD_vs_Control_Putamen_results_ulm","ulm","STAT3","OUD_vs_Control_Putamen_results",8.08315789129917,6.57716404240515e-16
"OUD_vs_Control_Putamen_results_ulm","ulm","CEBPB","OUD_vs_Control_Putamen_results",7.28184739209505,3.38423903565493e-13
"OUD_vs_Control_Putamen_results_ulm","ulm","NFKB1","OUD_vs_Control_Putamen_results",6.71000408561195,1.98526505812036e-11
"OUD_vs_Control_Putamen_results_ulm","ulm","RELA","OUD_vs_Control_Putamen_results",6.0951528612013,1.1083631930122e-09
"OUD_vs_Control_Putamen_results_ulm","ulm","EPAS1","OUD_vs_Control_Putamen_results",5.36696854773201,8.07408233422344e-08
"OUD_vs_Control_Putamen_results_ulm","ulm","SP1","OUD_vs_Control_Putamen_results",5.21130557512423,1.88915475066337e-07
"OUD_vs_Control_Putamen_results_ulm","ulm","JUN","OUD_vs_Control_Putamen_results",5.1134873941256,3.18457610202094e-07
"OUD_vs_Control_Putamen_results_ulm","ulm","REL","OUD_vs_Control_Putamen_results",4.9608806112921,7.06070347351583e-07
"OUD_vs_Control_Putamen_results_ulm","ulm","TFAP2A","OUD_vs_Control_Putamen_results",4.39323201619615,1.12109450421193e-05
"OUD_vs_Control_Putamen_results_ulm","ulm","ETS2","OUD_vs_Control_Putamen_results",4.31863204108706,1.57567627816756e-05
"OUD_vs_Control_Putamen_results_ulm","ulm","MYC","OUD_vs_Control_Putamen_results",4.26174817469403,2.03531980465983e-05
"OUD_vs_Control_Putamen_results_ulm","ulm","ATF4","OUD_vs_Control_Putamen_results",4.21030430789074,2.55864915145776e-05
"OUD_vs_Control_Putamen_results_ulm","ulm","CEBPD","OUD_vs_Control_Putamen_results",4.14237469756778,3.4478980330004e-05
"OUD_vs_Control_Putamen_results_ulm","ulm","KLF4","OUD_vs_Control_Putamen_results",4.05862398049904,4.95038026926881e-05
"OUD_vs_Control_Putamen_results_ulm","ulm","ATF2","OUD_vs_Control_Putamen_results",4.04471145711232,5.25353915717263e-05
"OUD_vs_Control_Putamen_results_ulm","ulm","SMAD1","OUD_vs_Control_Putamen_results",3.75701825105421,0.000172317009213281
"OUD_vs_Control_Putamen_results_ulm","ulm","FOXL2","OUD_vs_Control_Putamen_results",3.57044805722953,0.000356999505429644
"OUD_vs_Control_Putamen_results_ulm","ulm","STAT1","OUD_vs_Control_Putamen_results",3.47143715374497,0.000518502315674523
"OUD_vs_Control_Putamen_results_ulm","ulm","SRF","OUD_vs_Control_Putamen_results",3.40562827140288,0.00066109582494111
"OUD_vs_Control_Putamen_results_ulm","ulm","LYL1","OUD_vs_Control_Putamen_results",-3.2072649222229,0.00134162156586082
"OUD_vs_Control_Putamen_results_ulm","ulm","TBP","OUD_vs_Control_Putamen_results",3.18507865807504,0.00144881646668862
"OUD_vs_Control_Putamen_results_ulm","ulm","JUNB","OUD_vs_Control_Putamen_results",3.09588829270759,0.00196428234920862
"OUD_vs_Control_Putamen_results_ulm","ulm","ETS1","OUD_vs_Control_Putamen_results",3.05401195582628,0.00226026366281206
"OUD_vs_Control_Putamen_results_ulm","ulm","FOSL2","OUD_vs_Control_Putamen_results",3.03799970417863,0.00238385199488161
"OUD_vs_Control_Putamen_results_ulm","ulm","IRF1","OUD_vs_Control_Putamen_results",3.02833433769015,0.00246141628264175
"OUD_vs_Control_Putamen_results_ulm","ulm","CREB1","OUD_vs_Control_Putamen_results",2.96054760961557,0.00307363736906476
"OUD_vs_Control_Putamen_results_ulm","ulm","RELB","OUD_vs_Control_Putamen_results",2.89788630658721,0.00375993565552985
"OUD_vs_Control_Putamen_results_ulm","ulm","ETV4","OUD_vs_Control_Putamen_results",2.84741285021128,0.00441099353503717
"OUD_vs_Control_Putamen_results_ulm","ulm","NFE2L2","OUD_vs_Control_Putamen_results",2.74096664817517,0.00612996390909922
"OUD_vs_Control_Putamen_results_ulm","ulm","AR","OUD_vs_Control_Putamen_results",2.66683676513849,0.00766152018946385
"OUD_vs_Control_Putamen_results_ulm","ulm","NFKB2","OUD_vs_Control_Putamen_results",2.63437542924072,0.00843410693148885
"OUD_vs_Control_Putamen_results_ulm","ulm","GATA3","OUD_vs_Control_Putamen_results",-2.61342560745323,0.00896900781239288
"OUD_vs_Control_Putamen_results_ulm","ulm","BHLHE40","OUD_vs_Control_Putamen_results",2.60934425488936,0.00907667343716297
"OUD_vs_Control_Putamen_results_ulm","ulm","CEBPA","OUD_vs_Control_Putamen_results",2.59103718114221,0.00957394148565995
"OUD_vs_Control_Putamen_results_ulm","ulm","ELK1","OUD_vs_Control_Putamen_results",2.45229624225012,0.0142011559840746
"OUD_vs_Control_Putamen_results_ulm","ulm","STAT6","OUD_vs_Control_Putamen_results",2.44068500075382,0.0146659165344752
"OUD_vs_Control_Putamen_results_ulm","ulm","SPI1","OUD_vs_Control_Putamen_results",-2.40657545549188,0.0161096535364977
"OUD_vs_Control_Putamen_results_ulm","ulm","E2F4","OUD_vs_Control_Putamen_results",2.38577142559953,0.0170502978874429
"OUD_vs_Control_Putamen_results_ulm","ulm","PAX5","OUD_vs_Control_Putamen_results",-2.37505626516865,0.0175533263371313
"OUD_vs_Control_Putamen_results_ulm","ulm","ATF1","OUD_vs_Control_Putamen_results",2.32952671831918,0.019838628573657
"OUD_vs_Control_Putamen_results_ulm","ulm","PRDM14","OUD_vs_Control_Putamen_results",-2.28640656169067,0.0222383111271661
"OUD_vs_Control_Putamen_results_ulm","ulm","SPIB","OUD_vs_Control_Putamen_results",-2.24312635360273,0.0248968699400508
"OUD_vs_Control_Putamen_results_ulm","ulm","IRF4","OUD_vs_Control_Putamen_results",-2.22705453646415,0.0259519699298466
"OUD_vs_Control_Putamen_results_ulm","ulm","STAT5A","OUD_vs_Control_Putamen_results",-2.19547056392339,0.0281384707632914
"OUD_vs_Control_Putamen_results_ulm","ulm","EGR1","OUD_vs_Control_Putamen_results",2.17589960443382,0.0295715442318357
"OUD_vs_Control_Putamen_results_ulm","ulm","SOX10","OUD_vs_Control_Putamen_results",-2.12039579300101,0.0339819153897757
"OUD_vs_Control_Putamen_results_ulm","ulm","ELK4","OUD_vs_Control_Putamen_results",2.11428593264031,0.0345001366843179
"OUD_vs_Control_Putamen_results_ulm","ulm","FOXO3","OUD_vs_Control_Putamen_results",2.10874462823495,0.0349759585448251
"OUD_vs_Control_Putamen_results_ulm","ulm","CREB3L1","OUD_vs_Control_Putamen_results",2.0953066915178,0.0361531733352341
"OUD_vs_Control_Putamen_results_ulm","ulm","TAL1","OUD_vs_Control_Putamen_results",-2.07057802434308,0.0384078767527551
"OUD_vs_Control_Putamen_results_ulm","ulm","CREM","OUD_vs_Control_Putamen_results",-2.03850369785506,0.0415094586516424
"OUD_vs_Control_Putamen_results_ulm","ulm","KLF5","OUD_vs_Control_Putamen_results",2.03473307294865,0.0418876399367607
"OUD_vs_Control_Putamen_results_ulm","ulm","BCL11A","OUD_vs_Control_Putamen_results",-2.00398517802425,0.0450817739860259
"OUD_vs_Control_Putamen_results_ulm","ulm","SMAD3","OUD_vs_Control_Putamen_results",2.00026210277058,0.0454821212901049
"OUD_vs_Control_Putamen_results_mlm","mlm","STAT3","OUD_vs_Control_Putamen_results",5.11568757875133,3.14795484136104e-07
"OUD_vs_Control_Putamen_results_mlm","mlm","HIF1A","OUD_vs_Control_Putamen_results",4.77781597672374,1.78165250232704e-06
"OUD_vs_Control_Putamen_results_mlm","mlm","ETS2","OUD_vs_Control_Putamen_results",3.43271097306699,0.000598498811523621
"OUD_vs_Control_Putamen_results_mlm","mlm","CEBPB","OUD_vs_Control_Putamen_results",3.17424941099643,0.00150397641330864
"OUD_vs_Control_Putamen_results_mlm","mlm","STAT5A","OUD_vs_Control_Putamen_results",-3.14648543276503,0.00165429841046967
"OUD_vs_Control_Putamen_results_mlm","mlm","KLF4","OUD_vs_Control_Putamen_results",3.07929834166351,0.00207702625321654
"OUD_vs_Control_Putamen_results_mlm","mlm","MYC","OUD_vs_Control_Putamen_results",3.02740364917917,0.0024690321512024
"OUD_vs_Control_Putamen_results_mlm","mlm","REL","OUD_vs_Control_Putamen_results",3.02377108967424,0.00249885961352763
"OUD_vs_Control_Putamen_results_mlm","mlm","FOXL2","OUD_vs_Control_Putamen_results",2.95229285592062,0.00315702336078795
"OUD_vs_Control_Putamen_results_mlm","mlm","EPAS1","OUD_vs_Control_Putamen_results",2.93715157736942,0.00331529421747744
"OUD_vs_Control_Putamen_results_mlm","mlm","SPI1","OUD_vs_Control_Putamen_results",-2.75749159393744,0.00582869093937944
"OUD_vs_Control_Putamen_results_mlm","mlm","STAT4","OUD_vs_Control_Putamen_results",-2.74254299760809,0.00610067277102825
"OUD_vs_Control_Putamen_results_mlm","mlm","USF1","OUD_vs_Control_Putamen_results",-2.70737908858909,0.00678605876254489
"OUD_vs_Control_Putamen_results_mlm","mlm","SMAD1","OUD_vs_Control_Putamen_results",2.49571382776868,0.0125764758607065
"OUD_vs_Control_Putamen_results_mlm","mlm","AR","OUD_vs_Control_Putamen_results",2.24399013438232,0.0248413228526114
"OUD_vs_Control_Putamen_results_mlm","mlm","SOX10","OUD_vs_Control_Putamen_results",-2.17403450094441,0.029711434406344
"OUD_vs_Control_Putamen_results_mlm","mlm","LYL1","OUD_vs_Control_Putamen_results",-2.11591833175709,0.034361128447731
"OUD_vs_Control_Putamen_results_mlm","mlm","GATA3","OUD_vs_Control_Putamen_results",-2.06386735028395,0.0390400847373855
"OUD_vs_Control_Putamen_results_mlm","mlm","KLF5","OUD_vs_Control_Putamen_results",2.05177938902887,0.0402009902414473
"OUD_vs_Control_Putamen_results_mlm","mlm","CEBPD","OUD_vs_Control_Putamen_results",2.04447871731299,0.0409162166149748
"OUD_vs_Control_Putamen_results_mlm","mlm","TWIST1","OUD_vs_Control_Putamen_results",-2.01334926384838,0.0440880704203101
"Pooled_OUD_vs_Control_results_ulm","ulm","STAT3","Pooled_OUD_vs_Control_results",8.11687747536653,4.99957233942674e-16
"Pooled_OUD_vs_Control_results_ulm","ulm","HIF1A","Pooled_OUD_vs_Control_results",6.98836300477357,2.85025470574232e-12
"Pooled_OUD_vs_Control_results_ulm","ulm","GATA3","Pooled_OUD_vs_Control_results",-6.81595616402381,9.57471011305139e-12
"Pooled_OUD_vs_Control_results_ulm","ulm","FOXA1","Pooled_OUD_vs_Control_results",-6.4098879529464,1.48198934344433e-10
"Pooled_OUD_vs_Control_results_ulm","ulm","NFKB1","Pooled_OUD_vs_Control_results",6.26544470779601,3.77765961829413e-10
"Pooled_OUD_vs_Control_results_ulm","ulm","GATA2","Pooled_OUD_vs_Control_results",-6.19003848056106,6.10756350178434e-10
"Pooled_OUD_vs_Control_results_ulm","ulm","SOX2","Pooled_OUD_vs_Control_results",-6.02255857598852,1.74054641343455e-09
"Pooled_OUD_vs_Control_results_ulm","ulm","REL","Pooled_OUD_vs_Control_results",5.78716750949437,7.24297315052239e-09
