"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Substance dependence","mmu05030","Cocaine addiction","19/1217","48/9577",0.395833333333333,3.11495138318269,5.60443146821933,2.48777812779539e-06,0.000513358683066643,0.000395247587564092,"14814/13488/16476/19049/12915/14800/18610/108069/19739/14282/13489/14812/17161/108068/224129/13162/109731/13385/12912",19
"Metabolism","Amino acid metabolism","mmu00280","Valine, leucine and isoleucine degradation","21/1217","57/9577",0.368421052631579,2.89923452839164,5.4869596938624,2.93347818895225e-06,0.000513358683066643,0.000395247587564092,"11761/213043/78894/11669/52538/56752/235674/110460/13171/110821/231086/11409/15107/208982/72039/15108/71724/268860/12035/17850/66948",21
"Metabolism","Amino acid metabolism","mmu00250","Alanine, aspartate and glutamate metabolism","15/1217","39/9577",0.384615384615385,3.02667340876051,4.83862129964612,4.25852258426609e-05,0.00496827634831044,0.00382519923358638,"70503/66514/11484/27053/76282/14661/52633/11565/14417/11898/214579/14645/53320/212647/268860",15
"Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway","60/1217","299/9577",0.20066889632107,1.57913395239679,3.88169721382534,0.000176267418809327,0.0154233991458161,0.0118748576882073,"67603/58231/193740/19417/14281/21808/21937/11652/16476/15481/14165/18752/80903/15511/14174/13645/18783/14173/330177/11839/54376/56808/12297/11601/239556/12294/319520/14102/16177/26399/19060/18750/54635/21813/26412/19395/18021/54377/21687/13163/17762/19419/216869/16002/13637/15370/218397/234878/26407/18211/16150/18053/12298/14164/18188/21802/14184/22030/12977/12293",60
"Human Diseases","Substance dependence","mmu05031","Amphetamine addiction","20/1217","69/9577",0.289855072463768,2.28097126457314,4.07430526795787,0.000251667229007368,0.0176167060305158,0.013563539079134,"14281/14814/13488/16476/19049/18752/12915/14800/18610/11838/14282/18750/14799/14812/17161/224129/13162/93759/109731/12912",20
"Metabolism","Amino acid metabolism","mmu00380","Tryptophan metabolism","16/1217","52/9577",0.307692307692308,2.42133872700841,3.9210374302177,0.000492419233063425,0.0182317158456855,0.0140370503954752,"11761/213043/11669/56752/110460/12359/229905/17161/78920/15930/209692/15107/21743/109731/71724/13078",16
"Metabolism","Global and overview maps","mmu01212","Fatty acid metabolism","18/1217","62/9577",0.290322580645161,2.28465025048374,3.87177912033324,0.00049478315723698,0.0182317158456855,0.0140370503954752,"12894/66775/54325/78070/12896/52538/235674/110460/170439/20249/76267/71147/68801/94180/231086/11409/15107/11363",18
"Metabolism","Global and overview maps","mmu01200","Carbon metabolism","29/1217","122/9577",0.237704918032787,1.87058340180772,3.69227254232651,0.00053210508121114,0.0182317158456855,0.0140370503954752,"18641/15275/68133/11676/68738/14381/110460/12359/107272/21991/235582/20917/76282/110821/14661/11409/78920/21351/257635/56421/12974/72141/67834/60525/103988/269951/17850/109264/110639",29
"Organismal Systems","Digestive system","mmu04980","Cobalamin transport and metabolism","8/1217","17/9577",0.470588235294118,3.70322393542462,4.25609935703696,0.000558459829448092,0.0182317158456855,0.0140370503954752,"210009/21452/59016/19300/67096/109136/17850/54219",8
"Environmental Information Processing","Signal transduction","mmu04020","Calcium signaling pathway","51/1217","255/9577",0.2,1.57387017255546,3.543752743679,0.000571191311827322,0.0182317158456855,0.0140370503954752,"15562/15566/14814/13488/18019/18797/14165/18752/80903/14174/13645/11513/14173/18430/11514/381290/11540/20192/239556/19229/269999/18750/18799/54635/52163/14812/18021/18573/21390/18216/19882/14676/66402/14816/12669/12767/233979/18679/18574/18211/19218/18575/14164/58861/18125/320404/21802/233011/14184/15564/18438",51
"Metabolism","Nucleotide metabolism","mmu00230","Purine metabolism","31/1217","134/9577",0.23134328358209,1.82052146825446,3.64940087566114,0.000572996783721545,0.0182317158456855,0.0140370503954752,"67464/229363/18577/12497/11513/18584/11514/218461/229949/382985/230718/23972/23984/29863/11639/60596/11637/12496/18573/11565/14544/224129/18574/14919/18575/18950/18588/56248/224794/110639/68870",31
"Human Diseases","Neurodegenerative disease","mmu05017","Spinocerebellar ataxia","32/1217","141/9577",0.226950354609929,1.78595196885726,3.58711925791056,0.000670944424724025,0.0195692123877841,0.0150668221692413,"22433/14814/11652/18797/66413/18752/19185/14800/18610/19181/100504663/73677/18750/14799/69077/19182/14812/51897/57296/23996/14816/22065/56436/19883/19172/226153/21762/20239/22030/68118/18709/19664",32
"Metabolism","Amino acid metabolism","mmu00330","Arginine and proline metabolism","16/1217","54/9577",0.296296296296296,2.33165951489698,3.74401347707017,0.000783229118362601,0.02108693780207,0.0162353566235487,"18451/19125/11669/56752/107239/69051/11846/17161/18242/18452/14431/212647/109731/12709/67092/18125",16
"Human Diseases","Substance dependence","mmu05032","Morphine addiction","23/1217","92/9577",0.25,1.96733771569433,3.55703047502355,0.000931381842601705,0.0232845460650426,0.0179273497523336,"13488/16524/18752/18577/14403/14695/11513/18584/11514/218461/18750/23984/29863/18573/224129/216869/18574/18575/110886/14402/22348/54393/14708",23
"Human Diseases","Immune disease","mmu05323","Rheumatoid arthritis","22/1217","87/9577",0.252873563218391,1.98995079288622,3.53894935016311,0.00101272350428715,0.0236302151000336,0.0181934889191236,"14281/21808/16476/54411/14998/11966/20315/14999/69583/66335/66237/20302/11972/21687/16168/14960/13038/11964/16173/12977/140494/68775",22
"Metabolism","Lipid metabolism","mmu00071","Fatty acid degradation","15/1217","52/9577",0.288461538461538,2.27000505657038,3.50355426806629,0.00153100018734309,0.03349062909813,0.0257852663131467,"12894/78070/13177/12896/11669/52538/56752/23986/235674/110460/94180/231086/11409/15107/11363",15
"Human Diseases","Cancer: specific types","mmu05226","Gastric cancer","32/1217","150/9577",0.213333333333333,1.67879485072583,3.19691901093251,0.00199443998361522,0.0410619996626663,0.0316146523718573,"57265/21808/11652/14165/80903/14174/12550/13645/14173/14388/18671/22413/22417/218772/14366/22411/21813/20418/216148/22420/21414/11789/20416/93735/107986/16842/14164/18709/12579/12028/13557/12386",32
"Cellular Processes","Cell motility","mmu04820","Cytoskeleton in muscle cells","45/1217","232/9577",0.193965517241379,1.5263827104525,3.09663611636894,0.0022278789641614,0.0433198687475829,0.0333530418026503,"21393/24131/242702/12815/223697/21957/98660/16419/93689/12814/12111/21826/70435/11474/244431/12825/57778/56419/18073/14268/665033/53318/68553/98932/21955/24051/24052/50876/12843/212073/54004/20971/213019/16412/15529/20740/21956/16651/21952/12839/13179/12842/22379/11931/68794",45
"Organismal Systems","Nervous system","mmu04721","Synaptic vesicle cycle","19/1217","77/9577",0.246753246753247,1.94178787523077,3.16570814767957,0.00294047622645719,0.0541666673294746,0.0417042611619414,"11772/20510/18195/11966/20508/20511/208898/66335/66237/11972/240332/13162/14412/14411/11964/22348/12889/140494/68775",19
"Organismal Systems","Nervous system","mmu04727","GABAergic synapse","21/1217","90/9577",0.233333333333333,1.83618186798137,3.0408273968932,0.00375844324470434,0.063705498404787,0.0490484438845879,"18195/18752/14403/14695/11513/11514/76257/18750/224129/14417/14412/14645/14411/110886/14402/268860/22348/54393/209837/14708/227120",21
"Metabolism","Global and overview maps","mmu01230","Biosynthesis of amino acids","19/1217","79/9577",0.240506329113924,1.89262868851606,3.03950262502457,0.0039974741856453,0.063705498404787,0.0490484438845879,"18641/11676/109652/107272/21991/69051/27053/76282/11846/21351/257635/56421/11898/12974/14645/67834/269951/12035/110639",19
"Organismal Systems","Digestive system","mmu04974","Protein digestion and absorption","24/1217","108/9577",0.222222222222222,1.74874463617274,2.9855734691371,0.00400434561401518,0.063705498404787,0.0490484438845879,"20510/12815/20514/98660/12814/17380/12837/107581/12825/329941/665033/13482/12821/68553/100040591/12843/12816/57442/12836/16535/12839/12842/11931/50934",24
"Organismal Systems","Endocrine system","mmu04918","Thyroid hormone synthesis","18/1217","74/9577",0.243243243243243,1.91416642608097,3.01193074424261,0.00440975214284244,0.0645906638204875,0.0497299547008866,"14828/22095/12304/98660/18797/18752/12915/11513/11514/18750/14725/69590/224129/11889/22027/23985/12912/11931",18
"Human Diseases","Cancer: specific types","mmu05217","Basal cell carcinoma","16/1217","63/9577",0.253968253968254,1.99856529848313,3.03388692237892,0.00450464208516599,0.0645906638204875,0.0497299547008866,"57265/12159/22413/22417/14366/22411/22420/21414/11789/19207/14634/93735/107986/16842/16576/12028",16
"Genetic Information Processing","Folding, sorting and degradation","mmu03050","Proteasome","13/1217","47/9577",0.276595744680851,2.17662896204479,3.08514962743201,0.00461361884432053,0.0645906638204875,0.0497299547008866,"19186/66413/19185/19181/73677/16913/69077/19182/57296/23996/56436/19172/21762",13
"Metabolism","Carbohydrate metabolism","mmu00630","Glyoxylate and dicarboxylate metabolism","10/1217","32/9577",0.3125,2.45917214461791,3.15447995710065,0.00486324841842975,0.0654668056327082,0.0504045180209724,"68133/68738/110460/12359/235582/110821/12974/14645/60525/17850",10
"Organismal Systems","Nervous system","mmu04724","Glutamatergic synapse","25/1217","116/9577",0.21551724137931,1.69598078939166,2.87734504556877,0.00511982512646148,0.0663681034911673,0.0510984496052296,"20510/14814/18797/18752/14695/14807/18783/11513/11514/14800/210274/108069/76257/18750/20511/14799/14812/108068/268934/14816/224129/14645/13385/14708/224997",25
"Environmental Information Processing","Signal transduction","mmu04014","Ras signaling pathway","44/1217","236/9577",0.186440677966102,1.46716711000933,2.77246322404238,0.0053137597500365,0.0664219968754563,0.0511399434589979,"58231/19417/54354/15566/19731/11652/14165/18752/80903/14695/14174/13645/56392/18783/14173/18481/11601/14388/18750/54635/19395/19415/14812/20418/216148/21687/19419/16002/13637/19732/20416/218397/85031/18211/16150/18053/16797/14164/21802/14184/18709/14708/12977/217944",44
"Organismal Systems","Immune system","mmu04612","Antigen processing and presentation","20/1217","87/9577",0.229885057471264,1.80904617535111,2.8922381365675,0.00551805780743421,0.0665972494000681,0.0512748747260675,"14828/14972/193740/19186/15481/12317/14998/15511/14964/14999/12504/65972/170767/16149/12010/14960/15512/14827/12912/13030",20
"Human Diseases","Infectious disease: bacterial","mmu05135","Yersinia infection","28/1217","136/9577",0.205882352941176,1.62016047174827,2.77906532750623,0.00618519334149139,0.0721605889840662,0.0555582279095367,"18719/14281/11652/16476/18019/18717/66824/74192/19303/19229/14268/26399/110596/12504/57257/320795/18021/76709/54126/16412/106759/16150/18035/11867/16797/16173/22030/18709",28
"Metabolism","Metabolism of cofactors and vitamins","mmu00730","Thiamine metabolism","6/1217","15/9577",0.4,3.14774034511093,3.17604944061115,0.00750403460835156,0.0834967448442243,0.0642862155793125,"29807/105663/229949/11639/11637/68870",6
"Metabolism","Carbohydrate metabolism","mmu00562","Inositol phosphate metabolism","17/1217","72/9577",0.236111111111111,1.85804117593353,2.788255298183,0.00763398810004336,0.0834967448442243,0.0642862155793125,"114663/18719/269615/18717/18797/17330/108083/20975/21991/18799/75678/117150/217837/320404/233011/71780/16332",17
"Metabolism","Amino acid metabolism","mmu00260","Glycine, serine and threonine metabolism","11/1217","40/9577",0.275,2.16407148726376,2.8147379929725,0.00927516494705995,0.0976797062806347,0.0752060294972706,"68133/192166/107272/235582/17161/257635/12116/14431/109731/218865/67092",11
"Organismal Systems","Endocrine system","mmu04915","Estrogen signaling pathway","27/1217","134/9577",0.201492537313433,1.58561547235065,2.60461877023604,0.00948888575297594,0.0976797062806347,0.0752060294972706,"193740/14281/14228/16524/11652/16476/15481/18797/13033/15511/66809/12915/11513/11514/19401/18667/20418/216148/14816/224129/18753/20416/22027/21802/12912/54393/18709",27
"Metabolism","Lipid metabolism","mmu00062","Fatty acid elongation","9/1217","30/9577",0.3,2.3608052588332,2.84811397059254,0.0099275563192923,0.099275563192923,0.0764347193304911,"66775/54325/52538/70025/170439/68801/231086/15107/217698",9
"Human Diseases","Cardiovascular disease","mmu05412","Arrhythmogenic right ventricular cardiomyopathy","19/1217","86/9577",0.22093023255814,1.73857751619499,2.62496514273208,0.0104271922512324,0.101375480220315,0.0780514975530844,"16419/11474/244431/54376/56808/12297/12294/12391/54377/24051/24052/21414/16412/16651/12298/16842/18125/12293/12386",19
"Environmental Information Processing","Membrane transport","mmu02010","ABC transporters","13/1217","52/9577",0.25,1.96733771569433,2.66858794376347,0.0114050044853296,0.105115915069101,0.080931351150947,"76408/74104/26874/11304/74610/27404/18671/26357/19300/27403/12638/224814/244562",13
"Cellular Processes","Transport and catabolism","mmu04142","Lysosome","27/1217","136/9577",0.198529411764706,1.56229759775726,2.51977000930422,0.011530447528034,0.105115915069101,0.080931351150947,"15932/11775/16889/67464/54411/13033/11593/64138/67963/104082/109685/18145/11776/17939/13036/11972/211329/12751/64933/12752/74008/13038/12512/67489/13030/140494/12514",27
"Organismal Systems","Environmental adaptation","mmu04713","Circadian entrainment","21/1217","99/9577",0.212121212121212,1.66925624361943,2.5537941965507,0.011712916250557,0.105115915069101,0.080931351150947,"19092/14281/14814/16524/18797/18752/14695/11513/11514/14800/20192/239556/18750/60596/14799/14812/224129/18628/18125/12912/14708",21
"Metabolism","Amino acid metabolism","mmu00220","Arginine biosynthesis","7/1217","21/9577",0.333333333333333,2.62311695425911,2.84089779776673,0.0121518679622173,0.106271186510225,0.0818208232980983,"109652/76282/11846/14661/11898/14645/18125",7
"Metabolism","Carbohydrate metabolism","mmu00640","Propanoate metabolism","9/1217","31/9577",0.290322580645161,2.28465025048374,2.73331230757235,0.0124489104197693,0.106271186510225,0.0818208232980983,"68738/13171/20917/110821/11409/100705/60525/268860/17850",9
"Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagocytosis","20/1217","94/9577",0.212765957446809,1.67432997080369,2.50667328810451,0.013239712058847,0.110330933823725,0.0849465234853342,"67916/18719/30948/11652/18717/18752/18783/74192/18754/18750/17357/57257/230837/76709/218038/18753/11867/16797/18709/16332",20
"Organismal Systems","Immune system","mmu04670","Leukocyte transendothelial migration","24/1217","119/9577",0.201680672268908,1.58709597232484,2.45876569937137,0.0137612280232905,0.112009995538411,0.086239274760401,"12562/17698/54354/60595/18752/12737/19303/22350/20315/18613/19229/18750/57257/98932/13058/18260/12739/16412/12767/64945/69524/18417/18709/12386",24
"Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications","21/1217","101/9577",0.207920792079208,1.63620166453786,2.45232023123108,0.0146278836116842,0.113208584510639,0.0871620981495443,"21808/11652/16476/18797/11596/12825/18754/13653/14066/14268/11606/18750/18799/21813/21824/13058/12843/18753/18709/12842/12028",21
"Environmental Information Processing","Signal transduction","mmu04150","mTOR signaling pathway","30/1217","158/9577",0.189873417721519,1.49418054356531,2.38971443470222,0.0149489895549541,0.113208584510639,0.0871620981495443,"71962/57265/21937/11652/67605/320311/18752/109270/11966/230784/22413/268706/19744/22417/18750/14366/22411/66335/56430/66237/56032/22420/64899/71718/16150/93735/11964/74747/18709/68775",30
"Human Diseases","Cancer: overview","mmu05205","Proteoglycans in cancer","37/1217","204/9577",0.181372549019608,1.42728422511157,2.35356855881665,0.015311626193902,0.113208584510639,0.0871620981495443,"57265/12389/22370/17698/21859/21808/12505/11652/16419/18752/14173/19303/22350/14388/14102/22413/14268/22417/18750/14366/22411/12391/57257/12843/22420/16147/20971/16412/15529/16002/17022/93735/14734/12512/13179/18709/12842",37
"Metabolism","Carbohydrate metabolism","mmu00650","Butanoate metabolism","8/1217","27/9577",0.296296296296296,2.33165951489698,2.64367224718923,0.0159563537717067,0.113208584510639,0.0871620981495443,"78894/110460/11409/14417/15107/208982/214579/268860",8
"Organismal Systems","Excretory system","mmu04966","Collecting duct acid secretion","8/1217","27/9577",0.296296296296296,2.33165951489698,2.64367224718923,0.0159563537717067,0.113208584510639,0.0871620981495443,"11966/66335/66237/11972/20533/11964/140494/68775",8
NA,NA,"mmu04981","Folate transport and metabolism","8/1217","27/9577",0.296296296296296,2.33165951489698,2.64367224718923,0.0159563537717067,0.113208584510639,0.0871620981495443,"76408/19879/26357/18399/12116/101488/53320/14287",8
"Metabolism","Glycan biosynthesis and metabolism","mmu00514","Other types of O-glycan biosynthesis","11/1217","43/9577",0.255813953488372,2.0130897555942,2.54026366846362,0.0161726549300912,0.113208584510639,0.0871620981495443,"14595/101351/268880/16848/224143/108760/223827/14423/271786/78754/20440",11
"Organismal Systems","Endocrine system","mmu04920","Adipocytokine signaling pathway","16/1217","72/9577",0.222222222222222,1.74874463617274,2.43308975996794,0.0169065209028809,0.113962251042999,0.0877423647128051,"12894/20525/78070/21937/11652/20528/74551/94180/18037/100705/68401/16150/18035/11604/22030/11450",16
"Metabolism","Global and overview maps","mmu01232","Nucleotide metabolism","18/1217","84/9577",0.214285714285714,1.68628947059514,2.41034637945901,0.0169315344406741,0.113962251042999,0.0877423647128051,"67464/229363/12497/229949/22271/382985/55936/230718/21915/11639/11637/12496/11565/14544/18950/80914/56248/68870",18
"Human Diseases","Cancer: specific types","mmu05224","Breast cancer","28/1217","147/9577",0.19047619047619,1.49892397386235,2.32579489474598,0.0175523305902986,0.115911617105745,0.089243230012243,"57265/14281/11652/16476/14165/80903/14174/13645/14173/22413/15213/22417/14366/22411/18667/20418/216148/22420/21414/11789/20416/93735/107986/16842/14164/18709/12028/13557",28
"Human Diseases","Cardiovascular disease","mmu05414","Dilated cardiomyopathy","21/1217","103/9577",0.203883495145631,1.60443075843033,2.35305835670853,0.0180879384989351,0.117236638419024,0.0902633967978049,"21808/16419/11513/244431/54376/11514/56808/12297/12294/11606/12391/54377/24051/24052/224129/16412/21956/16651/12298/18125/12293",21
"Metabolism","Carbohydrate metabolism","mmu00010","Glycolysis / Gluconeogenesis","15/1217","67/9577",0.223880597014925,1.7617949692785,2.38736851668247,0.0190542470655234,0.120460886213996,0.0927458251752868,"18641/15275/11669/11676/68738/17330/56752/74551/21991/68401/56421/72141/60525/103988/319625",15
"Metabolism","Metabolism of cofactors and vitamins","mmu00750","Vitamin B6 metabolism","4/1217","9/9577",0.444444444444444,3.49748927234548,2.85988468423228,0.0192737417942393,0.120460886213996,0.0927458251752868,"11761/213043/107272/71724",4
"Cellular Processes","Cell growth and death","mmu04210","Apoptosis","26/1217","136/9577",0.191176470588235,1.50443472376625,2.26047469110221,0.0206198276663088,0.126028627816368,0.0970325675819252,"14281/11545/21937/11652/16476/235587/13033/64138/12123/14102/17210/13036/14082/13163/20740/13038/18211/16150/18035/12633/21933/11798/22030/18709/12028/13030",26
"Organismal Systems","Endocrine system","mmu04935","Growth hormone synthesis, secretion and action","23/1217","117/9577",0.196581196581197,1.54696640892204,2.27113127266062,0.0208847440381409,0.126028627816368,0.0970325675819252,"14600/14281/11652/18797/18752/12915/20606/11513/16009/11514/26399/18750/20607/20418/216148/224129/20416/244958/216233/12912/18709/16477/20605",23
"Human Diseases","Drug resistance: antineoplastic","mmu01521","EGFR tyrosine kinase inhibitor resistance","17/1217","80/9577",0.2125,1.67223705834018,2.30360728712644,0.0215419403730951,0.127791171704801,0.0983895938539222,"56484/11652/18752/13645/14173/14388/26362/18750/16451/54635/20418/216148/20416/21802/14184/18709/12028",17
"Metabolism","Lipid metabolism","mmu01040","Biosynthesis of unsaturated fatty acids","9/1217","34/9577",0.264705882352941,2.08306346367635,2.41371017490164,0.0228595570715969,0.131161393033753,0.100984410877115,"66775/54325/70025/235674/170439/20249/76267/68801/217698",9
"Metabolism","Global and overview maps","mmu01210","2-Oxocarboxylic acid metabolism","9/1217","34/9577",0.264705882352941,2.08306346367635,2.41371017490164,0.0228595570715969,0.131161393033753,0.100984410877115,"109652/13171/76282/78920/209692/12974/67834/269951/12035",9
"Cellular Processes","Transport and catabolism","mmu04146","Peroxisome","18/1217","87/9577",0.206896551724138,1.628141557816,2.24552692297189,0.0237596527510147,0.132818358033092,0.102260149342772,"26378/67528/70503/76263/26874/23986/235674/12359/20656/93734/17855/19305/19300/68603/208982/74114/74043/269951",18
"Cellular Processes","Cell growth and death","mmu04217","Necroptosis","32/1217","177/9577",0.180790960451977,1.42270750061511,2.16569293413078,0.0239073044459566,0.132818358033092,0.102260149342772,"77125/30941/11545/21937/110078/66824/18783/68942/19106/14102/106025/234852/16451/20849/14661/15289/13058/15270/404634/14082/263876/21929/14645/106759/12633/21933/11798/116733/22030/74006/12028/225471",32
"Metabolism","Glycan biosynthesis and metabolism","mmu00533","Glycosaminoglycan biosynthesis - keratan sulfate","5/1217","14/9577",0.357142857142857,2.8104824509919,2.5863987314918,0.0245017192668628,0.133993777240656,0.103165133755212,"14595/53618/76969/54371/20444",5
"Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection","43/1217","252/9577",0.170634920634921,1.34278605991835,2.10393937466709,0.0256181236250055,0.137943742596184,0.106206310089092,"280408/14281/382562/12363/235406/21937/16593/11652/16476/66824/105504/226421/74192/19158/18481/26399/16646/107607/320795/98932/76709/234686/14082/21414/18643/67665/12306/53413/101314/16150/18035/69654/76884/11867/16574/16842/21933/22027/232943/16173/22030/12028/20194",43
"Human Diseases","Cancer: overview","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","18/1217","88/9577",0.204545454545455,1.60963994920445,2.19199091627151,0.0264466984605226,0.140247643351256,0.107980140444877,"14281/11652/16476/18019/13645/26399/16451/12504/18021/18037/11682/19419/106759/16150/18035/16797/18709/225471",18
"Environmental Information Processing","Signal transduction","mmu04152","AMPK signaling pathway","24/1217","127/9577",0.188976377952756,1.48712142288705,2.10842134848724,0.0288407129976193,0.15066044103234,0.115997211742192,"12894/18641/56484/78070/11652/67605/20528/17274/74551/14936/20249/19744/18639/15357/12638/100705/68401/56421/93759/20787/12912/18709/11450/13629",24
"Organismal Systems","Development and regeneration","mmu04360","Axon guidance","32/1217","181/9577",0.176795580110497,1.39126645087776,2.02756419525404,0.0318203167461537,0.161407403784838,0.124271565019304,"18019/223881/20349/18208/12162/18481/20315/20357/22417/18750/22066/20350/18021/98932/13846/13176/235611/22065/65254/16412/12767/20356/13637/20187/218397/140571/270190/268902/20562/20347/18709/12934",32
"Environmental Information Processing","Signaling molecules and interaction","mmu04514","Cell adhesion molecules","32/1217","181/9577",0.176795580110497,1.39126645087776,2.02756419525404,0.0318203167461537,0.161407403784838,0.124271565019304,"15896/12562/14972/54725/19280/14998/12737/14964/12550/245446/14999/18613/58235/12805/386750/12504/12561/17968/53321/20971/18260/12739/16412/64945/15529/14960/69524/12481/58205/18417/225825/18191",32
"Organismal Systems","Aging","mmu04211","Longevity regulating pathway","18/1217","90/9577",0.2,1.57387017255546,2.08691459332786,0.0324983882847944,0.162491941423972,0.125106577457254,"56484/11652/67605/12915/11513/230784/11514/12359/20656/19744/51897/224129/93759/68118/12912/18709/12028/11450",18
"Metabolism","Lipid metabolism","mmu00100","Steroid biosynthesis","6/1217","20/9577",0.3,2.3608052588332,2.3242583660862,0.0333410030709079,0.1643570573918,0.126542576518198,"16889/13595/13360/244209/13081/20775",6
"Environmental Information Processing","Signal transduction","mmu04072","Phospholipase D signaling pathway","27/1217","149/9577",0.181208053691275,1.42598975365764,1.99947841204367,0.0348799768086391,0.165172164646218,0.12717014781784,"67916/110197/18719/11652/68262/18717/18797/13645/18783/11513/19158/11514/14388/19229/108069/19744/11606/18750/54635/20418/216148/108068/268934/14816/224129/20416/18709",27
"Human Diseases","Cancer: specific types","mmu05223","Non-small cell lung cancer","15/1217","72/9577",0.208333333333333,1.63944809641194,2.0779242217529,0.0348880399838891,0.165172164646218,0.12717014781784,"58231/56484/54354/11652/18752/13645/18750/218772/11682/107986/16574/21802/18709/12028/13557",15
"Organismal Systems","Nervous system","mmu04728","Dopaminergic synapse","25/1217","136/9577",0.183823529411765,1.44657184977524,2.0011793729002,0.0353552412316691,0.165172164646218,0.12717014781784,"14281/13488/16524/11652/18797/19049/18752/14695/12915/20265/14800/13490/18750/14799/13489/14812/17161/224129/13162/216869/109731/16574/12846/12912/14708",25
"Human Diseases","Endocrine and metabolic disease","mmu04931","Insulin resistance","21/1217","110/9577",0.190909090909091,1.50233061925749,2.02168749236827,0.0353940352813324,0.165172164646218,0.12717014781784,"12894/20525/21937/11652/110078/20528/22259/74551/14936/26457/18754/11606/100705/68401/18753/19246/20787/16150/18035/12912/18709",21
"Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway","24/1217","130/9577",0.184615384615385,1.45280323620504,1.98320888605474,0.0369551021138494,0.168602793640893,0.12981147420171,"14281/11652/16476/18797/14695/12915/11513/12825/11514/18750/21813/20418/216148/12843/14676/224129/216869/20416/18035/18125/12912/18709/12842/14708",24
"Environmental Information Processing","Signal transduction","mmu04024","cAMP signaling pathway","38/1217","224/9577",0.169642857142857,1.33497916422115,1.93553289081521,0.0370926146009964,0.168602793640893,0.12981147420171,"22095/15562/14281/14814/13488/11652/16476/98660/19049/18166/18577/20606/11513/18430/11514/381290/14800/11540/15551/23984/57257/14799/13489/14812/98932/12638/12669/224129/56188/20682/14634/18035/19218/12912/54393/18709/11931/20605",38
"Environmental Information Processing","Signaling molecules and interaction","mmu04080","Neuroactive ligand-receptor interaction","62/1217","392/9577",0.158163265306122,1.24464222829641,1.88698781640854,0.0380364912211751,0.16901760560488,0.130130848225111,"22095/18217/67405/14600/18168/15562/15566/53328/14814/13488/229214/18166/21333/14403/20606/13609/14807/14608/18430/20608/14800/11540/319239/18619/13490/18610/213527/15551/108069/11606/208990/20607/17201/11552/30878/14799/13489/22226/21833/14812/21390/18216/23936/11438/108068/18169/12257/268934/14816/12669/18167/387285/19218/226304/110886/58861/14402/15564/54393/18438/237213/20605",62
"Human Diseases","Cancer: overview","mmu05231","Choline metabolism in cancer","19/1217","98/9577",0.193877551020408,1.5256904733956,1.9957038818768,0.0381496881222444,0.16901760560488,0.130130848225111,"67916/110197/18719/14281/11652/16476/18717/74182/18752/212862/20519/13645/18783/19744/18750/63993/54635/20517/18709",19
"Organismal Systems","Digestive system","mmu04977","Vitamin digestion and absorption","7/1217","26/9577",0.269230769230769,2.11867138613236,2.17920958382153,0.0391091609455491,0.16904143281186,0.130149193382966,"69698/69060/79235/21452/19300/67096/53320",7
"Metabolism","Metabolism of cofactors and vitamins","mmu00760","Nicotinate and nicotinamide metabolism","10/1217","43/9577",0.232558139534884,1.83008159599473,2.08138134703469,0.0397767489338199,0.16904143281186,0.130149193382966,"11761/213043/64383/18113/230718/223646/93759/71724/18950/67375",10
"Organismal Systems","Aging","mmu04213","Longevity regulating pathway - multiple species","13/1217","61/9577",0.213114754098361,1.67707477403451,2.02399088988569,0.0402939442302531,0.16904143281186,0.130149193382966,"56484/193740/11652/67605/15481/15511/11513/11514/12359/20656/224129/93759/18709",13
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","22/1217","118/9577",0.186440677966102,1.46716711000933,1.94816111003436,0.0403180238202298,0.16904143281186,0.130149193382966,"14281/21937/11652/16476/12915/14102/26399/16878/14082/16168/21929/16150/18035/12633/19225/11798/22030/12912/74006/18709/12977/16477",22
"Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism","12/1217","55/9577",0.218181818181818,1.71694927915142,2.03441667894866,0.0405699438748465,0.16904143281186,0.130149193382966,"70059/67916/230379/70750/208449/20598/23956/76893/241447/14421/433323/54447",12
"Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection","41/1217","247/9577",0.165991902834008,1.30624852378085,1.86044089698374,0.0425204875933288,0.175084360678413,0.134801793484733,"14972/20525/14281/21808/21937/11652/16476/18019/110196/12317/14998/14964/12915/11513/11514/14999/13653/16177/16451/21813/12504/18021/17701/16185/12257/16168/224129/12010/245000/17702/13654/14960/17000/16150/18035/11798/12912/18709/12579/12028/13557",41
