gene,log_fold_change_female,pvalue_female,padj_female,log_fold_change_male,pvalue_male,padj_male,interaction_effect,abs_interaction_effect,interaction_pvalue,interaction_padj,significant
NCK2,0.6810572,0.0006928271450490386,0.0014024840992895517,-0.3469185,0.0016338518510756901,0.0066416741913645945,-1.0279757,1.0279757,0.0016338518510756901,0.0066416741913645945,False
CPE,-0.5687152,2.9317909348887982e-05,7.554002058998742e-05,0.45577514,0.018817636072415166,0.047399587084169185,1.0244904,1.0244904,0.018817636072415166,0.047399587084169185,False
PLXDC2,-4.411331,0.00016149271563078323,0.00036454337614172285,-3.3901386,0.0018534728044561606,0.0072971370254179555,1.0211926,1.0211926,0.0018534728044561606,0.0072971370254179555,False
SLC4A4,-0.78687376,9.26925819093507e-06,2.7103094125541137e-05,0.23001122,0.30919065048426503,0.4041707849467517,1.016885,1.016885,0.30919065048426503,0.4041707849467517,False
DOCK9,0.6346674,2.0720475857772303e-05,5.570020391874275e-05,-0.37664604,0.0071830559660333955,0.022033914006237408,-1.0113134,1.0113134,0.0071830559660333955,0.022033914006237408,False
CDK19,0.80872107,2.4121333455571222e-05,6.331058649756226e-05,-0.19736719,0.3168661699047232,0.41127139640673627,-1.0060883,1.0060883,0.3168661699047232,0.41127139640673627,False
CSGALNACT1,-0.9761634,1.37226356182437e-09,6.353072045483194e-09,0.025146008,0.9080956163700109,0.9294735070317409,1.0013094,1.0013094,0.9080956163700109,0.9294735070317409,False
KAT2B,0.8206754,2.6629760917805996e-18,2.3566160104253094e-17,-0.17850089,0.013777206083609068,0.03683744942141462,-0.99917626,0.99917626,0.013777206083609068,0.03683744942141462,False
DENND3,0.8252984,4.6587938644265835e-05,0.0001173499713961356,-0.16672191,0.07957065370182687,0.1432760895282868,-0.99202037,0.99202037,0.07957065370182687,0.1432760895282868,False
SASH1,-0.93262863,2.0298803992728455e-26,3.122892921958224e-25,0.058744907,0.5770286220579071,0.6572079977880491,0.99137354,0.99137354,0.5770286220579071,0.6572079977880491,False
ADGRB3,0.6304836,0.11626768761717265,0.1586189462717226,-0.360281,0.4799514770143387,0.5639852843881771,-0.9907646,0.9907646,0.4799514770143387,0.5639852843881771,False
PHLDB1,1.5950317,5.384156460884205e-27,8.41274447013157e-26,0.6097305,1.2757160809718713e-08,1.466340322956174e-07,-0.98530126,0.98530126,1.2757160809718713e-08,1.466340322956174e-07,False
ANKRD28,0.8864362,3.537003968060113e-21,3.609187722510319e-20,-0.079945564,0.3222113823567069,0.4159422094872131,-0.9663818,0.9663818,0.3222113823567069,0.4159422094872131,False
DAB1,-0.5556435,4.753073180310456e-05,0.00011912464111053774,0.403345,0.013639379877889345,0.03666499967174555,0.9589885,0.9589885,0.013639379877889345,0.03666499967174555,False
ROR1,-1.4306036,1.5531429671938692e-31,3.1062859343877382e-30,-0.47536993,0.0025196194236163758,0.009616868029070136,0.9552337,0.9552337,0.0025196194236163758,0.009616868029070136,False
MAPT,-0.102984905,0.45038169728104327,0.5236996480012132,-1.056323,4.984499353489771e-11,8.900891702660306e-10,-0.95333815,0.95333815,0.45038169728104327,0.5236996480012132,False
FRMD5,-0.65037537,0.33249858845424085,0.40254066398818505,-1.6026516,0.04604531875665378,0.09264651661298548,-0.95227623,0.95227623,0.33249858845424085,0.40254066398818505,False
JAZF1,0.38123393,0.11654123932728651,0.15877553041864648,-0.56209207,0.009933103977210747,0.028380297077744993,-0.943326,0.943326,0.11654123932728651,0.15877553041864648,False
CLASP2,-0.31694317,0.3517719393261698,0.4233115996704811,0.615222,0.057590454709891055,0.11159486951341974,0.93216515,0.93216515,0.3517719393261698,0.4233115996704811,False
CERCAM,1.3439872,2.360718062626867e-13,1.4662845109483645e-12,0.41493464,0.02487009027357262,0.05865587328672788,-0.9290526,0.9290526,0.02487009027357262,0.05865587328672788,False
LINC00299,-0.64088404,0.00014498957889463383,0.0003296566180011943,0.28804034,0.19642113372252165,0.2867461806168199,0.9289244,0.9289244,0.19642113372252165,0.2867461806168199,False
TMEM163,0.94271076,8.443771136525295e-05,0.00019867696791824223,0.016511261,0.7526809399869085,0.8058682440973325,-0.9261995,0.9261995,0.7526809399869085,0.8058682440973325,False
AC008691.1,-1.6939337,1.1467446702010374e-09,5.409172972646403e-09,-0.7692115,0.005314502811028306,0.017597691427246046,0.92472225,0.92472225,0.005314502811028306,0.017597691427246046,False
MKLN1,0.5711975,1.0782063273874073e-08,4.511323545554006e-08,-0.34730005,0.00024056644068797803,0.001173494832624283,-0.91849756,0.91849756,0.00024056644068797803,0.001173494832624283,False
AGPAT4,1.1135039,2.8139907116632903e-10,1.3803758740040159e-09,0.2027688,0.18156071429372495,0.2730236305168796,-0.91073513,0.91073513,0.18156071429372495,0.2730236305168796,False
GLDN,0.67299485,5.302064959587941e-05,0.00013222107131141998,-0.23411083,0.13763425109623292,0.22056771009011686,-0.9071057,0.9071057,0.13763425109623292,0.22056771009011686,False
GRAMD2B,-0.77059245,1.779194950538696e-22,2.0450516672858575e-21,0.13577509,0.14939098292289532,0.23197357596722876,0.90636754,0.90636754,0.14939098292289532,0.23197357596722876,False
SLC8A1,-1.167896,0.0016003983517571029,0.0030955480691626748,-0.26170778,0.48147218854227425,0.5651082025144064,0.90618825,0.90618825,0.48147218854227425,0.5651082025144064,False
AC004158.1,-0.8643153,4.1210554936790944e-16,3.2968443949432755e-15,0.04152608,0.6675058017654147,0.7311125977715386,0.90584135,0.90584135,0.6675058017654147,0.7311125977715386,False
PDE4DIP,-0.3921566,6.366359908885938e-05,0.00015565672148865373,0.51212,4.060880921247451e-08,4.10189992045197e-07,0.9042766,0.9042766,6.366359908885938e-05,0.00015565672148865373,False
AHCYL2,-0.6610261,3.4225290038456213e-13,2.1126722245960626e-12,0.23950386,0.07614080670972043,0.13843783038130986,0.90053,0.90053,0.07614080670972043,0.13843783038130986,False
PDE8B,0.9626105,4.507473034853506e-16,3.5773595514710366e-15,0.06444976,0.17046563982630147,0.2575009665049871,-0.8981607,0.8981607,0.17046563982630147,0.2575009665049871,False
PLLP,1.0994933,3.703555106829122e-24,4.9380734757721627e-23,0.20302224,0.02471849534936736,0.05865587328672788,-0.896471,0.896471,0.02471849534936736,0.05865587328672788,False
DCLK2,-0.4812237,0.005768088484490502,0.010227107242004436,0.41495508,0.01155958881082446,0.032090014190922375,0.8961788,0.8961788,0.01155958881082446,0.032090014190922375,False
CLDND1,0.6356182,9.377017985631851e-05,0.0002187035318677651,-0.25754523,0.02753222250248539,0.06306066860003391,-0.89316344,0.89316344,0.02753222250248539,0.06306066860003391,False
NCOA1,0.9991751,4.456137197110792e-18,3.908892278167361e-17,0.10990572,0.10513832466773819,0.18034017953299863,-0.88926935,0.88926935,0.10513832466773819,0.18034017953299863,False
ADD1,0.49241185,2.421136591256205e-09,1.0712993766620375e-08,-0.38190603,3.829969316465092e-05,0.00022011317910718923,-0.8743179,0.8743179,3.829969316465092e-05,0.00022011317910718923,False
CSMD1,0.050523043,0.944176102699603,0.9546775558135521,0.91717434,0.285329892048723,0.38299314368956106,0.8666513,0.8666513,0.944176102699603,0.9546775558135521,False
TRIM9,0.709347,7.321014361923076e-05,0.00017598592216161243,-0.15163231,0.22751851028306336,0.3222641788711946,-0.8609793,0.8609793,0.22751851028306336,0.3222641788711946,False
MTSS1,-0.858521,6.090551389760215e-21,6.152072110868904e-20,0.0022718906,0.9805995281813839,0.9855271640013908,0.8607929,0.8607929,0.9805995281813839,0.9855271640013908,False
AKT3,-1.1247196,3.249202550573292e-41,1.0481298550236427e-39,-0.26646996,0.00022484724574951533,0.0011076219002439179,0.85824966,0.85824966,0.00022484724574951533,0.0011076219002439179,False
BAZ2B,-0.935781,5.688863885627182e-22,6.183547701768676e-21,-0.081757545,0.36006975013462417,0.4534883502954964,0.85402346,0.85402346,0.36006975013462417,0.4534883502954964,False
BACH1,0.6473565,0.0026390118949502334,0.004951241829174922,-0.20630246,0.015249372904357366,0.0401019711997094,-0.853659,0.853659,0.015249372904357366,0.0401019711997094,False
SPRED1,0.4555285,0.013803553225687205,0.02300592204281201,-0.39319038,0.000114644572989261,0.000609811558453516,-0.8487189,0.8487189,0.013803553225687205,0.02300592204281201,False
LURAP1L-AS1,0.7488531,1.4153563850490068e-09,6.522379654603718e-09,-0.09648371,0.2704795599699973,0.36850076290190364,-0.8453368,0.8453368,0.2704795599699973,0.36850076290190364,False
PAG1,0.52814925,0.009127564187962126,0.01579163354318707,-0.31374204,0.002764385723877112,0.010276526854561754,-0.8418913,0.8418913,0.009127564187962126,0.01579163354318707,False
AOPEP,0.12790632,0.4628849203824432,0.5357464356278278,-0.7128358,0.000206098469541106,0.00103049234770553,-0.8407421,0.8407421,0.4628849203824432,0.5357464356278278,False
FOLH1,-0.9067733,1.794623715836083e-13,1.1358377948329639e-12,-0.06926489,0.6089982059834915,0.6850373520624201,0.83750844,0.83750844,0.6089982059834915,0.6850373520624201,False
SPATA6,0.9872761,1.0597049962954878e-30,1.9994433892367694e-29,0.15076017,0.0511264429551533,0.10044487810442691,-0.8365159,0.8365159,0.0511264429551533,0.10044487810442691,False
RAPGEF6,0.5647774,2.730468982054489e-08,1.0707721498252898e-07,-0.26653337,0.004426472319308084,0.015023183949093402,-0.83131075,0.83131075,0.004426472319308084,0.015023183949093402,False
VRK2,-1.0496714,1.3747834090093352e-17,1.185158111214944e-16,-0.22066212,0.09384769456526965,0.1629300252869265,0.8290093,0.8290093,0.09384769456526965,0.1629300252869265,False
DPYSL5,-0.7223881,4.935846898949119e-16,3.8864936212197785e-15,0.10517794,0.20731275419747364,0.29915260345955796,0.827566,0.827566,0.20731275419747364,0.29915260345955796,False
MBNL1,-0.2215066,0.23839637283081166,0.30274689156359597,-1.0490522,3.356078467978529e-07,2.7736185685772966e-06,-0.82754564,0.82754564,0.23839637283081166,0.30274689156359597,False
SGIP1,1.0989163,1.1985079633849006e-24,1.6645943935901398e-23,0.27140307,0.0027310623689449326,0.010217103017434776,-0.8275132,0.8275132,0.0027310623689449326,0.010217103017434776,False
SRGN,0.7772654,2.938506800950511e-05,7.554002058998742e-05,-0.0485581,0.09714875180316423,0.16836872062940075,-0.82582355,0.82582355,0.09714875180316423,0.16836872062940075,False
PTPRE,0.5017507,0.05775466531631385,0.08274307351907428,-0.32304406,0.039095018337499954,0.08163314071762888,-0.82479477,0.82479477,0.05775466531631385,0.08274307351907428,False
XIST,0.8255911,4.218690439214903e-05,0.00010707336140139348,0.0021677073,0.07949648287073306,0.1432760895282868,-0.8234234,0.8234234,0.07949648287073306,0.1432760895282868,False
PTMA,0.67508936,0.00020789162098898423,0.00046508192614985283,-0.14201641,0.390495597450372,0.4814988871151319,-0.81710577,0.81710577,0.390495597450372,0.4814988871151319,False
ATP1A2,-0.6523441,4.06066208293898e-06,1.234243794206377e-05,0.16270512,0.3254601654037461,0.41832926144440374,0.81504923,0.81504923,0.3254601654037461,0.41832926144440374,False
LIMCH1,-0.44536304,0.2085354165778142,0.2697741482248566,-1.2597427,0.0012109931421114414,0.005066916912600174,-0.8143797,0.8143797,0.2085354165778142,0.2697741482248566,False
ZFAND3,0.30282688,0.03364516551972616,0.05105487939260419,-0.50917554,6.409475734677997e-10,9.566381693549249e-09,-0.8120024,0.8120024,0.03364516551972616,0.05105487939260419,False
MAP3K5,-0.8618297,4.100271251766704e-06,1.2425064399293043e-05,-0.053541422,0.767583247876682,0.8200675725178226,0.8082883,0.8082883,0.767583247876682,0.8200675725178226,False
CAMK2D,0.5351404,4.051563571167473e-07,1.3970908866094736e-06,-0.27111042,6.407771473804519e-08,6.161318724812038e-07,-0.8062508,0.8062508,4.051563571167473e-07,1.3970908866094736e-06,False
PLPPR1,-0.73776317,1.4340641255822315e-09,6.57827580542308e-09,0.06428957,0.6099924860788382,0.6853848158189193,0.80205274,0.80205274,0.6099924860788382,0.6853848158189193,False
SRPK2,0.44265175,1.5721218346339455e-06,5.022753465284171e-06,-0.3593893,0.00024358807187450373,0.0011824663683228337,-0.80204105,0.80204105,0.00024358807187450373,0.0011824663683228337,False
TLR2,0.6798383,1.2589432912745986e-05,3.546319130350982e-05,-0.11937255,0.014816779852820861,0.03930180332313226,-0.79921085,0.79921085,0.014816779852820861,0.03930180332313226,False
LINC00461,-0.20625806,0.021020559258620113,0.033579168144760564,0.59183407,6.0994847378333496e-05,0.0003407533373091257,0.7980921,0.7980921,0.021020559258620113,0.033579168144760564,False
STARD13,-0.29716492,0.04100490419827664,0.06092853521289248,-1.0948358,1.7083597742134437e-09,2.3420423665306664e-08,-0.79767084,0.79767084,0.04100490419827664,0.06092853521289248,False
LRRC8D,0.3404925,7.824731149402293e-05,0.00018719452510531802,-0.45554256,6.902119270608073e-07,5.477872436990534e-06,-0.79603505,0.79603505,7.824731149402293e-05,0.00018719452510531802,False
CD22,0.50095654,1.7179806193623601e-09,7.773667960915657e-09,-0.29402804,0.0002715230235940484,0.0013053991518944634,-0.7949846,0.7949846,0.0002715230235940484,0.0013053991518944634,False
PIK3C2A,-0.16393387,0.004046429137853143,0.007370544877692427,0.63002133,5.448977610973905e-06,3.6570319536737616e-05,0.7939552,0.7939552,0.004046429137853143,0.007370544877692427,False
GNAI1,0.7162156,7.382612327984019e-11,3.8652420565361355e-10,-0.073630095,0.5016145118170303,0.5839517017660423,-0.7898457,0.7898457,0.5016145118170303,0.5839517017660423,False
BIN1,0.6435385,8.251282427200196e-13,4.940887680958201e-12,-0.14585567,0.06294822900821678,0.11944635485430129,-0.78939414,0.78939414,0.06294822900821678,0.11944635485430129,False
ETNPPL,-0.34858283,3.394243947638496e-07,1.1951563195910198e-06,0.43682653,0.0001229822153539447,0.0006472748176523405,0.78540933,0.78540933,0.0001229822153539447,0.0006472748176523405,False
SLCO1A2,-0.7131567,3.3917034535962267e-06,1.0436010626449929e-05,0.07072115,0.6337390324768443,0.7049377446905942,0.78387785,0.78387785,0.6337390324768443,0.7049377446905942,False
HSPH1,0.6747008,0.23675642440772235,0.3014711571077187,-0.10764286,2.782206188282911e-07,2.377954007079411e-06,-0.7823436,0.7823436,0.23675642440772235,0.3014711571077187,False
ZNF704,-0.97934556,2.6276266700384625e-21,2.7088934742664562e-20,-0.19844198,0.07276384568900615,0.1337570692812613,0.7809036,0.7809036,0.07276384568900615,0.1337570692812613,False
P2RY12,-1.4067128,1.8602153016557383e-10,9.34781558620974e-10,-0.6281099,0.008915758215368871,0.02614338437962052,0.7786029,0.7786029,0.008915758215368871,0.02614338437962052,False
EPN2,-0.42937374,0.0409621616524586,0.06092853521289248,0.34787798,0.11397420439926438,0.19091156515789678,0.7772517,0.7772517,0.11397420439926438,0.19091156515789678,False
MT-ND2,-0.5316224,1.0018291671990019e-07,3.683195467643389e-07,0.24361384,0.1418179128233219,0.22473914260742978,0.77523625,0.77523625,0.1418179128233219,0.22473914260742978,False
OTUD7A,0.2440629,0.2553946562580932,0.32044498903148455,1.0187545,2.589079289236817e-07,2.2319649045144973e-06,0.7746916,0.7746916,0.2553946562580932,0.32044498903148455,False
GTDC1,0.61363673,3.424017805397866e-14,2.2979985271126617e-13,-0.1579535,0.06799115211279659,0.12780291750525674,-0.77159023,0.77159023,0.06799115211279659,0.12780291750525674,False
KCNH8,1.3674259,0.0006064812387198103,0.0012479037833740953,0.59817886,0.14658328247834884,0.22939480826032682,-0.76924706,0.76924706,0.14658328247834884,0.22939480826032682,False
KCNMB2-AS1,-0.4364385,0.01592261985214767,0.02610265549532405,0.33261424,0.024775454191065447,0.05865587328672788,0.76905274,0.76905274,0.024775454191065447,0.05865587328672788,False
MAL,0.83104324,8.945435347341293e-17,7.580877413001096e-16,0.062001705,0.43366384837883043,0.5193579022500964,-0.76904154,0.76904154,0.43366384837883043,0.5193579022500964,False
TENM2,-0.6564336,2.2492173910204713e-05,5.9979130427212565e-05,0.1111958,0.4664722568080506,0.5500852085000597,0.7676294,0.7676294,0.4664722568080506,0.5500852085000597,False
GREB1L,-0.13438714,0.1387854116161913,0.18579037699624001,0.632879,7.052744495465916e-11,1.2373235956957747e-09,0.76726615,0.76726615,0.1387854116161913,0.18579037699624001,False
GOLGA4,0.99900603,3.9107631123970016e-14,2.6071754082646676e-13,0.2328825,1.1767139426135332e-07,1.0697399478304847e-06,-0.76612353,0.76612353,1.1767139426135332e-07,1.0697399478304847e-06,False
PDE7B,-0.59703976,7.295787734534344e-07,2.4319292448447813e-06,0.16651076,0.21037985735355444,0.3027048307245388,0.7635505,0.7635505,0.21037985735355444,0.3027048307245388,False
EFEMP1,-0.38630277,2.5466924593707396e-05,6.632011612944634e-05,0.37697738,0.01128965738122998,0.03144751359674089,0.76328015,0.76328015,0.01128965738122998,0.03144751359674089,False
PKP4,1.3049946,3.6351874807274957e-07,1.2666158469433785e-06,0.54374886,0.024652172924475788,0.05865587328672788,-0.7612457,0.7612457,0.024652172924475788,0.05865587328672788,False
TANC2,0.39796233,0.0005570239071704459,0.0011556512596897217,-0.358979,0.001441159125507984,0.005906389858639279,-0.7569413,0.7569413,0.001441159125507984,0.005906389858639279,False
LPP,0.69605494,2.1446403687274104e-05,5.749706082379116e-05,-0.048419476,0.6663800707321643,0.7306799021186012,-0.7444744,0.7444744,0.6663800707321643,0.7306799021186012,False
PSEN1,-0.8247967,1.6197258135274812e-15,1.2305941906663847e-14,-0.088406324,0.44551901478552547,0.5316456023693622,0.73639035,0.73639035,0.44551901478552547,0.5316456023693622,False
CX3CR1,-0.9450534,1.3914978011350697e-11,7.603813120956665e-11,-0.21279034,0.14656769707563821,0.22939480826032682,0.7322631,0.7322631,0.14656769707563821,0.22939480826032682,False
MDGA2,-0.76592135,0.07723544981719209,0.10802160813593299,-0.03391719,0.9341283972913363,0.9482778405324052,0.73200417,0.73200417,0.9341283972913363,0.9482778405324052,False
CABLES1,-0.48876747,1.7383482052290787e-05,4.74958526018874e-05,0.23934376,0.18794787813163938,0.27968434245779666,0.72811127,0.72811127,0.18794787813163938,0.27968434245779666,False
SGCZ,-0.2801987,0.009628336795091046,0.016458695376224013,0.44660914,0.02946038843191218,0.06635222619800041,0.72680783,0.72680783,0.02946038843191218,0.06635222619800041,False
NALCN,-0.63960934,1.135500511418936e-06,3.7107859850292027e-06,0.08715916,0.511065380773474,0.5921962697259258,0.7267685,0.7267685,0.511065380773474,0.5921962697259258,False
CARMIL1,-0.43301147,1.8520769220944376e-05,5.019178650662433e-05,0.29267198,0.10753619469661227,0.18323318314589374,0.72568345,0.72568345,0.10753619469661227,0.18323318314589374,False
PIEZO2,0.41498458,0.0006489148060398617,0.0013216187495720198,-0.30994177,0.006310765546798615,0.019782964096547385,-0.72492635,0.72492635,0.006310765546798615,0.019782964096547385,False
COBL,1.0541883,4.239446507451426e-06,1.2807995490789807e-05,0.3306508,0.14238975209347063,0.2249443161034291,-0.72353745,0.72353745,0.14238975209347063,0.2249443161034291,False
GABRA2,-0.26180285,0.000241579728944031,0.0005297801073334013,0.46112847,0.0002108023933372396,0.0010487681260559184,0.7229313,0.7229313,0.000241579728944031,0.0010487681260559184,False
AGBL4,-0.3763018,0.00021379518978608368,0.0004772214057725082,0.34504682,0.0024012556111087254,0.009307192291119091,0.72134864,0.72134864,0.0024012556111087254,0.009307192291119091,False
PDZD2,0.15683842,0.4318602171687065,0.5045095994961525,-0.5639849,0.0035777008212016428,0.012666291764737641,-0.7208233,0.7208233,0.4318602171687065,0.5045095994961525,False
HS3ST5,-0.29948616,0.2743117782564694,0.34033719386658734,0.42017508,0.13916418453906404,0.22246417466986024,0.71966124,0.71966124,0.2743117782564694,0.34033719386658734,False
SPON1,-0.44357798,1.439280224153887e-07,5.19595748792017e-07,0.2757098,0.041217651948222155,0.08460931791045109,0.71928775,0.71928775,0.041217651948222155,0.08460931791045109,False
PFKFB3,0.7065481,1.066023126288812e-08,4.4790887659193784e-08,-0.011911869,0.8574835916586339,0.8885840328068745,-0.71845996,0.71845996,0.8574835916586339,0.8885840328068745,False
FAT3,-0.36628345,0.0002169926429151952,0.0004820317283363046,0.3444324,0.0148070411643778,0.03930180332313226,0.7107159,0.7107159,0.0148070411643778,0.03930180332313226,False
TTLL7,-2.5415697,1.535319739857319e-05,4.276656656984175e-05,-1.8308544,0.003674857477295521,0.012880386599978559,0.7107153,0.7107153,0.003674857477295521,0.012880386599978559,False
HDAC2-AS2,-0.10231161,0.7288354078572876,0.7761825429790071,-0.8119559,0.002618827965471595,0.009919802899513617,-0.7096443,0.7096443,0.7288354078572876,0.7761825429790071,False
GNA14,-0.4181131,0.12181473577632082,0.16461450780583894,0.29137847,0.005470311661040139,0.01805383386481894,0.7094916,0.7094916,0.12181473577632082,0.16461450780583894,False
NR3C2,-0.47017705,1.883493360122122e-08,7.533973440488489e-08,0.23670363,0.0055377267965144505,0.018171121145745404,0.7068807,0.7068807,0.0055377267965144505,0.018171121145745404,False
XACT,-0.7439599,1.0360782868475552e-08,4.3716383411289254e-08,-0.037484407,0.7474900051286657,0.8011682798806706,0.7064755,0.7064755,0.7474900051286657,0.8011682798806706,False
VEGFA,0.67030966,1.718602209088939e-08,6.957903680522021e-08,-0.03556755,0.037752187871660264,0.07964596597396681,-0.7058772,0.7058772,0.037752187871660264,0.07964596597396681,False
FAM49B,-0.09833002,0.5947701189497341,0.6630659074133044,-0.80150294,1.6859797962175738e-06,1.2581938777743087e-05,-0.7031729,0.7031729,0.5947701189497341,0.6630659074133044,False
YPEL2,-0.8870394,7.220967890496888e-34,1.64112906602202e-32,-0.18823957,0.034894703683801036,0.07520410276681257,0.69879985,0.69879985,0.034894703683801036,0.07520410276681257,False
SLC9A9,0.00875473,0.9723412611906372,0.9759707203608267,-0.6811538,0.0034670270631001455,0.0124639419147096,-0.6899085,0.6899085,0.9723412611906372,0.9759707203608267,False
LINC00882,0.4552734,2.783110942001973e-05,7.191501142123961e-05,-0.23356152,0.007473465269739823,0.022646864453757038,-0.6888349,0.6888349,0.007473465269739823,0.022646864453757038,False
SAT1,0.6512259,0.02968542026951281,0.04595266295590218,-0.03719431,0.7326959321188087,0.7878450882997943,-0.68842024,0.68842024,0.7326959321188087,0.7878450882997943,False
CPEB4,0.9183011,8.742965807869999e-16,6.7774928743178285e-15,0.23172712,0.00017089579024729966,0.0008719172971801002,-0.686574,0.686574,0.00017089579024729966,0.0008719172971801002,False
RYR3,-0.63836026,0.0012154470219559658,0.0023832294548156194,0.04726565,0.8134509740307851,0.8571664636783827,0.6856259,0.6856259,0.8134509740307851,0.8571664636783827,False
MOG,1.4553466,7.932870066271159e-16,6.197554739274343e-15,0.7698715,4.5142913358517117e-07,3.6701555576030176e-06,-0.6854751,0.6854751,4.5142913358517117e-07,3.6701555576030176e-06,False
AC073050.1,-0.47317484,1.4436263217316978e-05,4.0324757590270894e-05,0.21153921,0.14282581748125395,0.2252773146392018,0.6847141,0.6847141,0.14282581748125395,0.2252773146392018,False
AQP4-AS1,-0.45127508,1.733169882728929e-05,4.748410637613504e-05,0.23332328,0.005261300111869562,0.01747940236501516,0.6845983,0.6845983,0.005261300111869562,0.01747940236501516,False
BMPR1B,-0.30091822,0.026150896140909215,0.041117761227844676,0.37672937,0.007562443710226026,0.02278017607849837,0.6776476,0.6776476,0.026150896140909215,0.041117761227844676,False
OPALIN,-0.2252636,0.21520777518094664,0.27732960719194155,0.45183372,0.010939332232882865,0.030556793946600182,0.6770973,0.6770973,0.21520777518094664,0.27732960719194155,False
AL078602.1,-0.5276189,2.5243612610737284e-05,6.591021569383103e-05,0.14941278,0.028936877469173717,0.06546804857279122,0.67703164,0.67703164,0.028936877469173717,0.06546804857279122,False
DLEU2,0.06816912,0.5817501078435707,0.6507271899816227,-0.6030865,7.474601442074132e-06,4.8853604196562954e-05,-0.6712556,0.6712556,0.5817501078435707,0.6507271899816227,False
SFXN5,-0.31943482,0.0006862067899283781,0.0013919001824105033,0.3489251,0.027788040731454692,0.06323524889416757,0.66835994,0.66835994,0.027788040731454692,0.06323524889416757,False
SSH2,0.43051767,0.005599352735246038,0.009945564361005396,-0.23424149,0.19474656883935212,0.2855521537233902,-0.66475916,0.66475916,0.19474656883935212,0.2855521537233902,False
PTBP2,-0.837461,1.0116318669261638e-07,3.705611234161772e-07,-0.17284107,0.33670389159362113,0.43001774149887756,0.6646199,0.6646199,0.33670389159362113,0.43001774149887756,False
NFIB,-0.4784727,2.4335781497386044e-05,6.37062342863509e-05,0.18402743,0.2356479500325059,0.3314317159388269,0.66250014,0.66250014,0.2356479500325059,0.3314317159388269,False
MIR100HG,1.999186,3.72901573423055e-39,1.065433066923014e-37,1.3378706,4.446227552462443e-24,2.615427972036731e-22,-0.66131544,0.66131544,4.446227552462443e-24,2.615427972036731e-22,False
AL392086.3,-0.66867304,2.579809071552598e-15,1.9252306504123863e-14,-0.007877946,0.9251563746234552,0.9421144344434371,0.6607951,0.6607951,0.9251563746234552,0.9421144344434371,False
KCND2,-0.3554212,0.21066247020801845,0.2718225422038948,0.30125725,0.37971637908862554,0.4705283507913575,0.65667844,0.65667844,0.37971637908862554,0.4705283507913575,False
FTL,1.1786375,1.8093421120656631e-06,5.743659246332936e-06,0.52214336,1.574445046672502e-08,1.7690393782837103e-07,-0.65649414,0.65649414,1.8093421120656631e-06,5.743659246332936e-06,False
MYO6,0.41806984,0.0004597955897968096,0.0009741431987220542,-0.23605299,0.01942369006790543,0.04831763698483938,-0.6541228,0.6541228,0.01942369006790543,0.04831763698483938,False
TSPAN5,-0.8227401,1.66375723091403e-12,9.617093820312312e-12,-0.17023516,0.19611388749557235,0.28671620978884843,0.6525049,0.6525049,0.19611388749557235,0.28671620978884843,False
PDE1C,-0.15066719,0.7420224803356004,0.7860573823304576,-0.80044365,0.11250396311979384,0.18930146961432662,-0.64977646,0.64977646,0.7420224803356004,0.7860573823304576,False
ARHGEF3,0.8314259,3.957713763233789e-11,2.1164244723175344e-10,0.1858877,9.618709566280368e-06,6.12656660272635e-05,-0.6455382,0.6455382,9.618709566280368e-06,6.12656660272635e-05,False
BRINP3,-0.35715723,0.04300533771315434,0.06352339396330035,0.28826225,0.15357451549137785,0.23736401157863654,0.6454195,0.6454195,0.15357451549137785,0.23736401157863654,False
PTCHD1-AS,-0.28223032,0.017482532684646925,0.02851962917560673,0.36224088,0.0005913868730493797,0.002640119968970445,0.64447117,0.64447117,0.017482532684646925,0.02851962917560673,False
SLC25A37,0.60271627,3.6432202026084876e-06,1.1141346185347057e-05,-0.041306287,0.294178167885877,0.3917152701542969,-0.6440226,0.6440226,0.294178167885877,0.3917152701542969,False
FOXN3,-1.603203,1.0546748520805716e-05,3.05702855675528e-05,-0.95971394,0.009854097735449246,0.02823523706432449,0.6434891,0.6434891,0.009854097735449246,0.02823523706432449,False
PTPRG,-0.24349344,0.3531099624863242,0.4244110126037551,0.39644504,0.03809706263314943,0.08020434238557775,0.6399385,0.6399385,0.3531099624863242,0.4244110126037551,False
SHROOM4,0.15711355,0.3270242596928483,0.3973563301249676,-0.48240328,0.0035704187005124576,0.012666291764737641,-0.63951683,0.63951683,0.3270242596928483,0.3973563301249676,False
AC012405.1,-0.8528282,0.008641198986095259,0.014976081431707556,-0.21500191,0.24525672456886335,0.3406343396789769,0.6378263,0.6378263,0.24525672456886335,0.3406343396789769,False
SLC39A11,0.049832106,0.619981300755361,0.6858200229594701,-0.58781385,6.5122049977092365e-09,8.223552835504169e-08,-0.63764596,0.63764596,0.619981300755361,0.6858200229594701,False
COLGALT2,-0.46494198,0.00014410697319003644,0.0003290113543151517,0.17144322,0.15549521931250887,0.23996175819831614,0.6363852,0.6363852,0.15549521931250887,0.23996175819831614,False
RFTN2,-1.0209045,4.83555372571636e-19,4.477364560848482e-18,-0.385242,0.0004164050215781333,0.0019278010258246912,0.63566256,0.63566256,0.0004164050215781333,0.0019278010258246912,False
