Gene	Mock_1	Mock_2	Mock_3	Morphine_1	Morphine_2	Morphine_3
Tacstd2	0	7	6	4	3	8
Tada1	1031	733	963	928	913	1169
Tada2a	433	301	428	423	465	549
Tada2b	162	169	169	197	161	248
Tada3	305	188	246	231	200	255
Taf1	2348	1741	1786	2047	1977	2634
Taf10	150	109	126	138	142	186
Taf11	206	141	188	201	210	241
Taf12	195	138	196	151	165	201
Taf13	511	331	502	458	406	514
Taf15	717	513	602	649	622	743
Taf1a	75	62	62	85	58	84
Taf1b	134	61	80	100	105	106
Taf1c	49	25	52	46	37	42
Taf1d	139	99	134	145	111	138
Taf2	806	551	595	695	705	879
Taf3	623	467	571	546	533	716
Taf4a	451	367	420	380	413	539
Taf4b	47	52	31	63	41	44
Taf5	155	117	142	136	125	203
Taf5l	80	66	66	93	70	92
Taf6	435	284	339	327	347	435
Taf6l	51	57	63	41	67	74
Taf7	250	158	173	206	212	242
Taf7l	5	2	4	7	0	10
Taf8	323	210	221	250	223	325
Taf9	209	134	186	186	166	200
Taf9b	760	525	642	567	652	807
Tagap	14	20	18	17	30	27
Tagap1	79	36	97	67	68	112
Tagln	38	47	41	33	47	48
Tagln2	14	17	8	17	13	12
Tagln3	71	34	38	30	32	48
Tal1	31	24	21	11	2	10
Tal2	11	12	10	31	17	25
Taldo1	1845	1169	1559	1593	1596	1818
Tamm41	155	122	150	115	117	176
Tanc1	1253	863	1090	1333	1512	1749
Tanc2	2467	1458	1801	1707	1722	2339
Tango2	588	388	510	551	546	744
Tango6	133	114	98	127	136	139
Tank	343	246	300	298	264	366
Taok1	4808	3214	3993	4012	3850	4851
Taok2	1388	798	1207	1179	1243	1526
Taok3	878	616	892	664	666	788
Tap1	5	22	16	12	9	18
Tap2	14	14	8	3	3	7
Tapbp	194	104	169	160	160	218
Tapbpl	72	54	51	85	73	74
Tapt1	1165	855	1094	1200	1133	1352
Tarbp2	71	80	61	72	83	90
Tardbp	1262	787	1108	1101	1065	1252
Tarm1	5	6	3	0	3	11
Tars	252	179	226	238	270	300
Tars2	225	143	200	196	175	269
Tarsl2	437	300	367	374	373	507
Tas1r1	8	10	10	7	3	15
Tas1r2	0	5	6	1	6	0
Tas1r3	88	72	67	70	58	80
Tas2r102	2	15	1	5	4	1
Tas2r103	8	6	5	1	5	4
Tas2r104	1	4	1	2	3	5
Tas2r105	0	1	10	4	2	4
Tas2r106	2	3	1	0	2	1
Tas2r107	3	9	4	3	3	1
Tas2r108	11	5	13	8	7	17
Tas2r109	1	2	2	1	6	2
Tas2r110	1	1	3	3	2	4
Tas2r113	0	2	3	1	1	1
Tas2r114	1	1	0	3	0	1
Tas2r115	0	2	3	0	3	4
Tas2r116	2	6	3	5	4	2
Tas2r117	5	4	0	8	1	3
Tas2r118	10	5	9	5	3	6
Tas2r119	1	4	8	5	1	2
Tas2r120	2	7	1	1	4	2
Tas2r121	0	3	0	1	1	2
Tas2r122	2	3	0	2	0	0
Tas2r123	1	3	3	3	0	2
Tas2r124	1	2	1	2	4	2
Tas2r125	5	6	6	4	1	7
Tas2r126	8	12	10	24	5	32
Tas2r129	2	3	4	8	1	9
Tas2r130	12	3	3	6	5	3
Tas2r131	1	4	4	1	1	6
Tas2r134	0	1	8	3	0	3
Tas2r135	2	9	5	15	13	16
Tas2r136	2	3	1	0	0	3
Tas2r137	27	12	18	19	7	16
Tas2r138	4	1	4	6	3	0
Tas2r139	0	5	1	6	2	7
Tas2r140	2	3	2	3	4	4
Tas2r143	7	20	11	9	13	18
Tas2r144	7	5	1	3	3	4
Tasp1	69	57	44	49	63	99
Tat	5	9	5	3	5	8
Tatdn1	158	90	156	114	91	175
Tatdn2	221	158	230	228	206	236
Tatdn3	180	166	182	227	206	264
Tax1bp1	1397	785	1049	939	864	1058
Tax1bp3	21	24	31	26	25	21
Taz	438	279	336	293	359	463
Tbata	1	5	6	2	0	11
Tbc1d1	41	32	38	41	36	61
Tbc1d10a	36	27	17	39	38	46
Tbc1d10b	1632	1088	1427	1177	1131	1419
Tbc1d10c	7	11	6	4	5	10
Tbc1d12	276	172	227	231	178	269
Tbc1d13	356	264	325	339	321	441
Tbc1d14	1368	1107	1237	1081	964	1342
Tbc1d15	880	562	660	802	690	935
Tbc1d16	1528	1022	1325	1538	1622	2146
Tbc1d17	322	216	278	223	255	305
Tbc1d19	762	495	571	688	599	768
Tbc1d2	54	33	49	35	33	57
Tbc1d20	601	403	487	533	531	661
Tbc1d21	0	4	1	1	0	0
Tbc1d22a	287	192	325	283	347	392
Tbc1d22b	912	662	847	767	825	993
Tbc1d23	368	238	300	244	255	313
Tbc1d24	262	194	216	228	233	287
Tbc1d25	190	131	119	108	117	176
Tbc1d2b	141	93	152	112	99	134
Tbc1d30	263	202	254	104	95	146
Tbc1d31	209	118	162	150	134	224
Tbc1d32	296	235	285	268	259	365
Tbc1d4	129	101	148	124	85	137
Tbc1d5	3182	2009	2741	2819	2687	3529
Tbc1d7	131	80	110	121	121	162
Tbc1d8	66	47	67	78	77	70
Tbc1d8b	97	69	93	71	79	101
Tbc1d9	141	89	83	67	96	120
Tbc1d9b	745	493	559	664	706	889
Tbca	119	71	135	99	111	144
Tbcb	296	174	260	187	194	291
Tbcc	62	68	60	70	99	115
Tbccd1	247	179	213	231	161	266
Tbcd	1114	820	942	919	916	1157
Tbce	465	373	348	451	386	506
Tbcel	1094	805	945	769	840	990
Tbck	854	638	619	719	630	867
Tbk1	318	211	320	283	249	332
Tbkbp1	23	13	12	25	19	23
Tbl1x	1534	1011	1217	1702	1828	2210
Tbl1xr1	1380	877	1177	876	840	1186
Tbl2	615	445	630	480	436	630
Tbl3	242	154	268	233	245	327
Tbp	1380	833	1254	1002	1136	1311
Tbpl1	147	83	97	108	114	129
Tbpl2	4	7	0	1	4	5
Tbr1	27	66	23	30	22	37
Tbrg1	240	221	237	265	249	358
Tbrg4	314	258	307	284	327	413
Tbx1	4	10	3	3	6	8
Tbx10	6	3	5	2	1	1
Tbx15	16	27	29	27	16	42
Tbx18	17	19	17	15	3	18
Tbx19	8	13	7	11	10	12
Tbx2	22	15	31	19	13	21
Tbx20	17	34	28	21	19	23
Tbx21	2	13	4	0	5	4
Tbx22	4	3	4	3	1	2
Tbx3	28	38	25	36	44	54
Tbx4	18	31	29	4	9	17
Tbx5	10	18	26	11	2	5
Tbx6	80	89	86	46	45	83
Tbxa2r	0	3	5	0	3	5
Tbxas1	68	70	85	63	86	90
Tc2n	61	43	47	29	30	63
Tcaim	606	356	598	500	521	601
Tcam1	4	9	7	9	4	10
Tcap	0	8	4	3	3	5
Tcea1	79	33	48	47	50	60
Tcea2	85	48	71	64	78	110
Tcea3	6	5	8	2	8	3
Tceal1	70	28	62	56	64	63
Tceal3	105	41	100	65	77	105
Tceal5	5	5	7	1	1	8
Tceal6	7	1	2	1	1	2
Tceal7	0	4	5	2	2	3
Tceal8	115	78	142	157	96	165
Tceanc	79	59	67	64	84	93
Tceanc2	315	241	318	322	295	387
Tceb1	401	303	347	390	342	417
Tceb2	236	145	169	161	177	201
Tceb3	681	384	561	505	562	636
Tcerg1	1024	700	940	817	819	1109
Tcerg1l	7	18	15	9	15	15
Tcf12	4862	3257	4072	2622	2678	3357
Tcf15	1	1	0	1	3	1
Tcf19	1	1	1	3	0	1
Tcf20	1503	1128	1223	1194	1105	1397
Tcf21	2	0	0	0	0	0
Tcf23	13	16	11	22	5	18
Tcf24	2	2	2	0	2	5
Tcf25	2553	1694	2169	2431	2639	3183
Tcf3	334	236	301	276	303	368
Tcf4	9748	6619	8608	5870	5639	7168
Tcf7	13	20	39	14	23	27
Tcf7l1	68	59	72	81	53	86
Tcf7l2	971	668	904	573	609	772
Tcfl5	6	9	5	6	5	20
Tchh	5	24	5	13	6	12
Tchhl1	25	50	20	11	14	26
Tchp	155	134	158	148	144	154
Tcirg1	1170	795	1074	635	655	834
Tcl1	5	13	0	8	4	6
Tcl1b1	0	1	0	1	0	2
Tcl1b2	1	0	4	0	0	0
Tcl1b3	2	1	1	0	1	1
Tcl1b4	1	2	0	0	0	7
Tcl1b5	1	0	0	0	0	1
Tcn2	670	373	445	462	520	607
Tcof1	366	289	330	278	271	379
Tcp1	672	464	536	531	486	553
Tcp10a	0	5	1	2	0	1
Tcp10b	5	11	5	0	2	4
Tcp10c	1	7	4	3	7	3
Tcp11	5	4	5	12	3	7
Tcp11l1	1858	1148	1632	1359	1376	1723
Tcp11l2	302	188	266	281	227	309
Tcrg-C1	0	2	0	1	0	0
Tcrg-C2	0	1	1	0	0	1
Tcrg-C3	1	0	0	0	0	0
Tcrg-C4	1	7	3	11	8	4
Tcrg-V3	0	1	5	1	1	4
Tcrg-V4	0	1	0	0	3	3
Tcrg-V5	0	0	0	0	0	0
Tcrg-V6	3	3	0	2	0	2
Tcrg-V7	4	0	0	2	2	1
Tcstv1	1	1	3	1	1	1
Tcstv3	0	1	0	0	0	0
Tcta	248	190	250	260	248	371
Tcte1	0	7	1	2	3	0
Tcte2	76	116	82	85	69	123
Tcte3	0	0	0	0	0	0
Tctex1d1	3	12	5	12	5	2
Tctex1d2	105	65	83	70	68	109
Tctex1d4	3	9	1	7	7	3
Tctn1	141	88	104	114	120	132
Tctn2	230	172	166	268	260	327
Tctn3	115	66	94	99	68	145
Tdg	43	41	45	45	37	49
Tdgf1	13	15	21	11	10	20
Tdh	3	11	9	1	2	7
Tdo2	66	45	63	49	55	76
Tdp1	237	159	194	181	170	177
Tdp2	79	69	80	72	75	96
Tdpoz1	1	5	0	2	2	3
Tdpoz2	0	2	4	0	0	2
Tdpoz3	0	0	0	0	0	0
Tdpoz4	0	5	5	3	0	4
Tdpoz5	0	0	0	0	0	0
Tdrd1	20	40	15	18	24	30
Tdrd12	13	13	15	11	18	22
Tdrd3	547	342	454	458	447	627
Tdrd5	14	14	18	20	14	23
Tdrd6	122	77	78	105	113	100
Tdrd7	208	174	177	173	148	184
Tdrd9	38	40	56	67	70	84
Tdrkh	335	236	254	257	225	341
Tdrp	49	66	53	91	114	161
Tead1	229	159	188	308	272	375
Tead2	9	15	24	14	6	13
Tead3	20	12	22	18	8	38
Tead4	10	6	6	5	6	5
Tec	34	19	26	12	18	20
Tecpr1	494	305	355	407	436	526
Tecpr2	1171	899	1162	1056	970	1376
Tecr	9611	5971	8226	6931	7890	10111
Tecrl	9	11	2	5	3	8
Tecta	23	27	33	20	13	52
Tectb	8	19	12	9	1	9
Teddm1	6	2	9	13	9	6
Tef	2079	1362	1850	3417	3757	4659
Tefm	36	30	27	32	38	49
Tek	99	72	67	46	58	91
Tekt1	7	16	18	11	11	11
Tekt2	35	18	17	12	22	25
Tekt3	7	10	8	3	4	8
Tekt4	7	7	3	15	13	28
Tekt5	10	2	1	1	2	3
Telo2	186	150	138	123	112	191
Ten1	207	119	181	178	158	217
Tenc1	653	398	574	1077	1229	1526
Tenm1	111	102	100	66	72	132
Tenm2	167	120	108	100	131	123
Tenm3	145	82	105	93	109	182
Tenm4	1626	1019	1394	1496	1362	1835
Tep1	138	128	166	164	139	189
Tepp	112	76	71	100	83	113
Terc	0	0	0	0	1	0
Terf1	178	104	133	172	177	212
Terf2	420	334	383	400	406	494
Terf2ip	349	169	307	261	307	360
Tert	7	1	2	6	3	9
Tes	16	11	11	19	13	40
Tesc	19	22	13	31	23	42
Tescl	5	0	1	2	0	1
Tesk1	159	128	153	125	120	155
Tesk2	334	249	313	200	249	284
Tespa1	4	4	6	3	1	5
Tet1	2978	2281	2729	2019	1758	2343
Tet2	2130	1331	1824	2394	2421	2953
Tet3	4129	2672	3510	3905	4052	5050
Tex10	516	366	441	442	456	561
Tex101	1	5	0	1	2	1
Tex11	4	7	10	4	4	6
Tex12	23	17	32	25	33	40
Tex13	2	6	1	1	2	2
Tex13a	0	1	1	0	0	3
Tex14	22	39	32	28	11	34
Tex15	35	38	16	42	16	57
Tex16	6	11	8	10	3	16
Tex19.1	1	3	0	9	0	3
Tex19.2	1	1	0	0	0	3
Tex2	3006	2254	2432	2097	2132	2545
Tex21	8	5	17	8	4	5
Tex22	18	30	32	23	17	34
Tex24	4	9	4	3	1	5
Tex26	3	6	4	4	2	6
Tex261	486	317	455	413	425	568
Tex264	276	205	251	265	214	246
Tex28	6	6	0	2	2	2
Tex29	4	6	10	2	4	6
Tex30	27	20	34	27	38	38
Tex33	2	2	3	2	1	3
Tex35	4	4	2	4	1	0
Tex36	0	3	4	3	4	1
Tex37	0	5	1	2	0	1
Tex38	7	11	9	6	9	5
Tex40	1	2	1	3	7	6
Tex9	229	149	203	289	286	349
Tfam	260	210	322	263	267	357
Tfap2a	8	23	11	9	18	39
Tfap2b	27	56	57	25	15	31
Tfap2c	2	3	2	3	6	4
Tfap2d	13	12	9	3	0	15
Tfap2e	9	12	4	8	5	7
Tfap4	66	44	43	51	47	58
Tfb1m	33	36	47	51	43	52
Tfb2m	39	28	31	30	30	22
Tfcp2	319	222	340	301	281	368
Tfcp2l1	47	80	60	69	41	96
Tfdp1	284	236	288	275	236	346
Tfdp2	1279	926	1095	1133	990	1405
Tfe3	446	213	409	366	420	422
Tfeb	375	264	359	309	326	400
Tfec	19	11	6	5	4	7
Tff1	0	0	2	0	0	1
Tff2	0	1	1	2	0	0
Tff3	0	1	0	0	0	0
Tfg	1324	838	1092	951	1005	1274
Tfip11	299	164	194	236	261	274
Tfpi	17	17	36	32	16	18
Tfpi2	7	4	0	3	3	1
Tfpt	214	113	219	218	148	264
Tfr2	0	11	2	1	8	4
Tfrc	707	489	686	667	659	860
Tg	23	42	15	18	15	21
Tgds	87	73	55	84	81	100
Tgfa	2120	1242	1798	1456	1650	1981
Tgfb1	37	19	24	17	26	12
Tgfb1i1	88	49	57	383	405	505
Tgfb2	64	69	56	52	47	60
Tgfb3	393	301	338	601	763	873
Tgfbi	281	205	251	146	157	177
Tgfbr1	796	550	772	708	594	841
Tgfbr2	96	62	86	64	80	92
Tgfbr3	113	90	86	82	98	107
Tgfbrap1	1703	1222	1434	1426	1439	1838
Tgif1	12	20	19	20	12	23
Tgif2	100	65	73	76	71	90
Tgif2lx1	0	0	0	0	0	0
Tgif2lx2	0	0	0	0	0	0
Tgm1	3	12	5	14	15	16
Tgm2	19	25	29	70	78	107
Tgm3	6	7	9	3	3	2
Tgm4	11	13	17	13	8	16
Tgm5	8	12	2	6	4	1
Tgm6	3	22	19	10	13	18
Tgm7	10	16	6	6	9	30
Tgoln1	5660	3412	4610	4766	4522	5899
Tgs1	719	433	590	627	527	705
Tgtp1	2	1	2	2	0	0
Tgtp2	2	3	0	1	0	5
Th	1	10	1	3	4	4
Tha1	7	7	19	17	22	26
Thada	543	414	405	430	417	566
Thap1	45	29	38	32	28	41
Thap11	171	97	202	157	134	184
Thap2	742	474	538	717	635	878
Thap3	325	170	234	261	256	357
Thap4	126	72	101	84	93	130
Thap7	209	134	202	156	189	215
Thap8	1	1	0	0	1	7
Thbd	29	29	15	19	17	29
Thbs1	15	14	38	41	23	50
Thbs2	34	30	40	41	43	63
Thbs3	110	108	133	239	261	326
Thbs4	19	18	27	18	7	25
Theg	7	8	2	0	3	4
Them4	253	169	288	208	201	265
Them5	5	3	2	2	5	3
Them6	41	25	41	53	66	80
Themis	14	28	21	25	17	19
Themis2	18	14	7	11	12	18
Themis3	4	5	8	2	5	5
Thg1l	79	41	41	50	54	43
Thnsl1	195	148	140	154	150	169
Thnsl2	2	5	10	6	7	11
Thoc1	488	373	346	391	398	547
Thoc2	2264	1674	2198	2023	1902	2429
Thoc3	154	81	104	95	90	110
Thoc5	216	125	199	195	193	222
Thoc6	114	51	121	71	86	107
Thoc7	113	63	96	84	95	87
Thop1	190	133	153	162	161	199
Thpo	7	3	3	7	9	1
Thra	4802	2869	4435	4197	4220	5617
Thrap3	906	619	816	779	711	1047
Thrb	92	55	78	54	63	81
Thrsp	53	43	58	119	117	170
Thsd1	165	102	129	61	59	74
Thsd4	451	255	430	348	452	481
Thsd7a	961	686	824	847	876	1187
Thsd7b	32	65	40	57	21	50
Thtpa	10	14	8	7	15	7
Thumpd1	555	327	485	775	770	1066
Thumpd2	41	31	53	41	70	74
Thumpd3	189	115	185	154	145	172
Thy1	43	44	35	28	31	31
Thyn1	45	26	33	40	51	58
Tia1	1686	1159	1382	1521	1446	1916
Tial1	2392	1480	2026	1972	1767	2548
Tiam1	129	96	100	89	90	97
Tiam2	64	34	63	69	58	86
Ticam1	209	112	137	139	203	242
Ticam2	13	19	18	3	13	21
Ticrr	36	20	17	15	17	17
Tie1	27	22	37	20	21	25
Tifa	33	33	34	36	29	67
Tifab	8	30	31	18	20	27
Tigd2	123	72	103	100	98	148
Tigd3	3	6	7	5	1	5
Tigd4	9	5	1	1	5	10
Tigit	3	5	4	4	2	8
Timd2	5	9	10	10	7	14
Timd4	10	12	16	5	10	6
Timeless	23	10	12	16	13	21
Timm10	24	20	35	32	21	32
Timm10b	143	93	121	104	129	140
Timm13	258	157	257	199	208	290
Timm17a	281	196	288	323	278	438
Timm17b	273	152	220	178	179	228
Timm21	104	103	84	123	114	124
Timm22	212	123	172	197	171	231
Timm23	26	20	17	27	30	40
Timm44	536	356	515	516	519	632
Timm50	155	87	130	114	153	170
Timm8a1	22	4	14	26	33	32
Timm8a2	2	2	12	5	4	1
Timm8b	241	170	231	239	230	260
Timm9	106	79	78	77	74	110
Timmdc1	213	133	150	133	148	179
Timp1	14	2	18	7	15	8
Timp2	2804	1948	2757	1461	1547	1847
Timp3	355	251	256	362	494	566
Timp4	69	45	59	70	64	100
Tinag	10	12	7	7	5	7
Tinagl1	15	28	20	24	62	43
Tinf2	109	80	93	117	104	138
Tiparp	133	92	110	226	267	260
Tipin	51	29	28	54	27	46
Tiprl	551	324	516	506	461	596
Tirap	342	173	292	189	229	251
Tjap1	1476	960	1285	1008	1045	1318
Tjp1	6343	4368	5807	5198	4982	6148
Tjp2	3333	2143	2775	2785	2815	3295
Tjp3	6	10	3	0	4	4
Tk1	195	103	118	191	223	269
Tk2	67	62	59	60	59	84
Tkt	3019	1609	2514	2004	2132	2835
Tktl1	7	12	1	7	10	6
Tktl2	33	27	35	109	106	124
Tlcd1	166	99	105	151	99	161
Tlcd2	6	5	5	10	2	5
Tldc1	34	32	25	26	31	40
Tldc2	3	5	2	2	1	5
Tle1	941	760	887	431	444	631
Tle2	613	476	615	548	547	673
Tle3	1711	1103	1479	2065	2184	2859
Tle4	904	578	777	702	716	820
Tle6	63	47	48	25	39	37
Tlk1	850	617	878	800	725	958
Tlk2	766	544	696	634	619	850
Tll1	40	34	22	12	9	39
Tll2	410	267	314	218	226	228
Tln1	1705	1190	1487	1501	1530	1978
Tln2	1040	612	732	962	1053	1341
Tlr1	15	14	4	10	5	14
Tlr11	2	12	1	7	2	4
Tlr12	5	2	9	5	3	2
Tlr13	25	13	13	25	27	33
Tlr2	7	12	8	7	5	12
Tlr3	212	116	177	153	145	201
Tlr4	32	25	17	27	16	38
Tlr5	16	17	10	9	11	19
Tlr6	3	11	5	2	5	6
Tlr7	30	17	33	71	66	87
Tlr8	2	3	3	3	8	8
Tlr9	30	14	32	33	12	26
Tlx1	0	13	8	5	7	6
Tlx2	0	3	2	2	0	3
Tlx3	0	0	0	2	0	0
Tm2d1	72	39	53	63	66	96
Tm2d2	796	405	709	766	768	996
Tm2d3	211	112	208	191	137	185
Tm4sf1	81	38	51	30	75	78
Tm4sf19	0	4	6	5	3	6
Tm4sf20	37	12	34	33	8	35
Tm4sf4	3	3	3	3	0	3
Tm4sf5	2	5	5	2	2	10
Tm6sf1	107	95	102	108	132	126
Tm6sf2	27	11	14	10	17	28
Tm7sf2	153	100	166	113	125	157
Tm7sf3	3612	2680	3140	3972	3631	4786
Tm9sf1	261	185	196	274	246	318
Tm9sf2	1354	895	1066	1219	1077	1454
Tm9sf3	3888	2611	3350	3518	3171	4440
Tm9sf4	776	550	589	641	735	922
Tma16	509	415	432	7069	7716	9009
Tma7	73	62	61	52	72	85
Tmbim1	6286	4392	5814	5144	4973	6335
Tmbim4	1372	890	1289	1159	1095	1644
Tmbim6	5241	3310	4543	4600	4582	6036
Tmc1	30	23	30	16	14	44
Tmc2	14	13	19	8	7	11
Tmc3	90	74	101	33	60	100
Tmc4	38	36	34	20	22	49
Tmc5	10	14	9	6	8	15
Tmc6	259	165	193	217	221	275
Tmc7	1296	969	1326	1615	1432	1911
Tmc8	12	13	15	8	13	13
Tmcc1	2837	1862	2520	2258	2228	2958
Tmcc2	4013	2374	3948	1802	1881	2394
Tmcc3	6677	4857	6011	5848	5602	7042
Tmco1	511	318	406	389	443	504
Tmco2	0	3	1	1	2	1
Tmco3	382	315	327	388	386	428
Tmco4	23	15	31	13	16	17
Tmco5	5	13	9	8	7	12
Tmco5b	1	6	4	1	5	3
Tmco6	146	82	117	101	108	90
Tmed1	90	61	70	82	77	103
Tmed10	799	492	670	663	653	811
Tmed11	3	1	0	3	1	1
Tmed2	82	48	81	64	75	70
Tmed3	293	159	299	222	222	303
Tmed4	1594	1029	1446	1321	1396	1689
Tmed5	625	410	572	520	507	704
Tmed6	0	4	2	2	2	7
Tmed7	1310	862	993	1117	1054	1473
Tmed8	844	616	630	678	668	798
Tmed9	1036	551	1060	759	778	922
Tmeff1	1978	1399	1560	1954	1833	2314
Tmeff2	16753	11758	14564	9126	9030	11626
Tmem100	20	10	20	24	9	22
Tmem101	214	107	233	164	201	230
Tmem102	7	5	0	2	5	7
Tmem104	395	286	359	439	446	502
Tmem106a	30	38	43	18	37	35
Tmem106b	4272	2761	3755	3841	3665	4814
Tmem106c	184	121	199	189	170	202
Tmem107	14	15	14	13	15	18
Tmem108	275	185	286	212	263	261
Tmem109	301	191	276	235	248	318
Tmem11	202	133	158	173	174	196
Tmem110	334	248	358	693	615	806
Tmem115	170	110	145	168	139	176
Tmem116	43	27	39	46	44	49
Tmem117	458	299	371	436	527	517
Tmem119	62	59	82	92	83	120
Tmem120a	50	39	45	64	61	62
Tmem120b	96	72	109	90	95	122
Tmem121	27	15	28	16	15	39
Tmem123	1252	918	1097	1300	1250	1477
Tmem125	1683	1138	1405	1363	1409	1779
Tmem126a	278	180	290	246	214	256
Tmem126b	95	69	80	78	78	94
Tmem127	1216	860	1171	942	954	1178
Tmem128	187	107	160	163	141	241
Tmem129	301	193	294	194	242	264
Tmem130	23	14	7	16	8	17
Tmem131	1973	1354	1703	1639	1617	1962
Tmem132a	87	56	70	74	76	73
Tmem132b	2619	1743	2419	2942	3019	3809
Tmem132c	10	25	6	6	26	21
Tmem132d	41	39	56	52	40	44
Tmem132e	8	7	10	2	3	11
Tmem134	550	323	505	458	514	609
Tmem135	568	425	544	632	603	755
Tmem136	49	27	13	35	27	27
Tmem138	50	33	31	28	23	36
Tmem139	1	4	3	3	2	1
Tmem140	7	12	10	4	3	14
Tmem141	257	174	222	206	233	288
Tmem143	149	116	167	140	136	181
Tmem144	459	282	474	349	372	453
Tmem145	5	12	11	16	8	18
Tmem147	521	378	394	483	467	562
Tmem14a	115	70	91	75	99	111
Tmem14c	484	248	477	423	425	537
Tmem150a	339	201	278	267	279	431
Tmem150b	52	25	59	26	22	38
Tmem150c	68	29	33	34	40	51
Tmem151a	6413	4389	5483	4693	4890	6465
Tmem151b	19	18	3	16	19	26
Tmem154	11	20	15	6	10	8
Tmem156	4	17	16	8	1	12
Tmem158	8	2	13	1	4	10
Tmem159	312	253	295	414	429	557
Tmem160	166	103	139	143	126	144
Tmem161a	435	273	429	381	397	563
Tmem161b	212	175	202	189	203	258
Tmem163	728	604	765	918	920	1166
Tmem164	68	39	55	78	37	98
Tmem165	367	247	335	372	340	428
Tmem167	634	464	652	615	567	769
Tmem167b	497	255	343	343	399	488
Tmem168	300	209	259	249	264	341
Tmem169	54	36	44	48	51	66
Tmem17	15	11	18	14	18	20
Tmem170	258	164	251	170	182	248
Tmem170b	782	566	629	766	678	871
Tmem171	1	2	2	0	0	1
Tmem173	41	39	37	18	10	23
Tmem174	5	19	5	5	2	5
Tmem175	194	175	180	251	223	296
Tmem176a	22	18	25	19	27	28
Tmem176b	101	58	77	66	80	106
Tmem177	65	43	40	43	65	36
Tmem178	129	84	120	150	125	156
Tmem178b	4558	3246	4089	3828	3487	4735
Tmem179	2	7	6	7	1	4
Tmem179b	276	148	268	213	210	257
Tmem18	291	192	270	295	272	383
Tmem180	428	315	353	371	462	558
Tmem181a	107	68	102	111	90	105
Tmem181b-ps	44	19	29	24	30	31
Tmem181c-ps	1	3	1	0	0	3
Tmem182	11	13	9	14	13	15
Tmem183a	323	233	290	254	272	343
Tmem184a	16	14	13	23	28	27
Tmem184b	944	611	761	676	719	885
Tmem184c	1827	1219	1656	1581	1757	2023
Tmem186	111	113	129	124	142	180
Tmem189	1169	716	937	1048	1087	1330
Tmem19	964	721	757	1255	1294	1607
Tmem190	31	29	29	17	20	18
Tmem191c	81	78	100	81	85	82
Tmem192	443	261	424	440	480	535
Tmem194	58	77	62	66	69	84
Tmem194b	361	241	350	324	362	415
Tmem196	49	39	25	34	27	24
Tmem198	11	11	16	8	9	24
Tmem198b	61	54	49	51	51	65
Tmem199	76	43	75	70	57	89
Tmem2	178	106	123	217	229	252
Tmem200a	3	14	27	9	6	15
Tmem200b	2	2	1	1	4	0
Tmem200c	29	15	13	31	21	28
Tmem201	307	261	342	305	318	414
Tmem202	6	7	6	7	5	6
Tmem203	40	31	28	17	33	40
Tmem204	23	16	16	9	12	26
Tmem205	108	47	65	82	63	84
Tmem206	198	146	152	145	145	191
Tmem207	19	12	10	5	4	7
Tmem208	129	96	151	124	124	144
Tmem209	596	394	521	565	541	700
Tmem210	4	7	0	7	6	5
Tmem211	1	6	2	1	1	0
Tmem212	2	4	1	2	4	8
Tmem213	0	4	1	1	3	2
Tmem214	599	365	610	526	524	694
Tmem215	4	10	5	6	5	3
Tmem216	91	46	63	60	45	54
Tmem217	5	2	2	2	4	7
Tmem218	39	27	21	29	33	41
Tmem219	312	214	268	344	316	378
Tmem220	32	28	22	36	36	39
Tmem221	2	12	8	4	4	12
Tmem222	241	168	166	196	241	288
Tmem223	0	0	0	0	0	0
Tmem225	2	6	1	6	4	1
Tmem229a	10045	6789	9349	7194	6759	8784
Tmem229b	361	200	303	753	872	1110
Tmem230	149	93	132	124	118	145
Tmem231	113	110	79	117	110	172
Tmem232	13	24	13	11	11	10
Tmem233	4	7	10	8	5	7
Tmem234	1496	974	1398	1332	1468	1773
Tmem235	0	1	4	1	6	1
Tmem236	25	31	17	10	17	24
Tmem237	370	224	307	287	277	381
Tmem238	66	58	83	42	28	75
Tmem239	16	11	17	8	15	11
Tmem240	37	15	27	28	17	33
Tmem241	71	61	55	88	81	119
Tmem242	441	235	460	343	404	467
Tmem243	28	32	38	34	46	42
Tmem245	2900	1904	2629	2611	2466	3273
Tmem246	185	120	184	155	133	177
Tmem247	5	4	0	1	0	0
Tmem248	530	313	429	485	524	620
Tmem25	213	148	212	189	188	281
Tmem251	219	156	192	168	185	282
Tmem252	20	18	25	24	25	27
Tmem253	45	36	31	27	26	56
Tmem254a	0	0	0	0	0	0
Tmem254b	0	0	0	0	0	0
Tmem254c	0	0	0	0	0	0
Tmem255a	36	40	33	29	46	37
Tmem255b	7	14	7	13	6	3
Tmem256	182	116	209	157	195	230
Tmem258	1494	974	1240	1615	1511	1993
Tmem259	1205	873	1081	1131	1227	1429
Tmem26	13	13	12	10	7	15
Tmem260	662	427	536	469	460	646
Tmem261	216	177	243	216	224	240
Tmem27	16	4	5	4	8	11
Tmem28	93	59	105	62	74	84
Tmem29	388	234	366	313	301	389
Tmem30a	2505	1740	2077	2340	2153	2842
Tmem30b	6	8	2	3	1	7
Tmem30c	20	27	23	34	16	26
Tmem33	1590	1083	1450	1341	1216	1628
Tmem35	23	7	8	8	12	25
Tmem37	3	3	0	4	3	9
