Gene	Mock_1	Mock_2	Mock_3	Morphine_1	Morphine_2	Morphine_3
Tmem38a	277	204	253	228	221	305
Tmem38b	229	168	167	190	214	255
Tmem39a	1056	734	823	854	745	1004
Tmem39b	154	111	154	111	96	183
Tmem40	12	10	4	2	2	5
Tmem41a	39	32	51	62	71	73
Tmem41b	597	371	589	414	356	496
Tmem42	132	57	98	103	76	113
Tmem43	259	180	275	267	299	270
Tmem44	103	83	103	37	49	98
Tmem45a	15	18	11	10	9	16
Tmem45b	7	3	1	1	3	3
Tmem47	309	193	260	175	217	221
Tmem5	506	329	386	335	328	407
Tmem50a	1091	609	966	1100	1096	1569
Tmem50b	1011	715	1002	775	728	873
Tmem51	19	18	29	12	15	19
Tmem51os1	6	15	4	4	5	8
Tmem52	2	2	4	4	11	4
Tmem52b	7	8	6	13	4	5
Tmem53	45	17	29	25	20	30
Tmem54	0	2	1	0	2	0
Tmem55a	110	60	81	69	70	79
Tmem55b	536	342	465	420	392	500
Tmem56	551	366	432	355	344	387
Tmem57	806	523	734	692	656	854
Tmem59	2579	1616	2385	2409	2408	3088
Tmem59l	21	9	15	10	17	16
Tmem60	138	112	159	127	124	154
Tmem61	3	3	4	4	3	4
Tmem62	533	401	451	501	437	583
Tmem63a	7712	5290	6698	5631	5639	7159
Tmem63b	1621	1051	1446	1319	1457	1918
Tmem63c	13	16	19	16	22	37
Tmem64	31	31	37	16	36	24
Tmem65	738	560	876	720	703	925
Tmem66	2292	1558	2067	2148	2196	2432
Tmem67	170	161	164	181	116	193
Tmem68	211	152	195	196	195	222
Tmem69	162	104	187	124	166	143
Tmem70	139	77	116	158	125	176
Tmem71	14	6	3	3	7	9
Tmem72	192	125	125	62	141	110
Tmem74	57	34	59	34	30	50
Tmem74b	9	10	20	10	3	25
Tmem79	0	0	2	1	3	1
Tmem8	84	46	105	89	69	110
Tmem80	219	197	226	196	186	269
Tmem81	270	255	260	303	190	278
Tmem82	7	4	4	12	12	4
Tmem86a	32	22	31	33	42	56
Tmem86b	120	128	173	100	105	169
Tmem87a	780	582	689	692	668	859
Tmem87b	849	601	698	829	872	1063
Tmem88	9	9	3	18	17	6
Tmem88b	10795	6911	9762	7225	7505	9234
Tmem89	2	0	0	3	1	2
Tmem8b	265	203	257	239	270	306
Tmem8c	0	3	3	0	0	2
Tmem9	68	46	58	82	80	74
Tmem91	99	90	103	91	98	142
Tmem92	0	3	1	2	1	0
Tmem95	5	2	14	3	2	9
Tmem97	111	64	118	69	85	110
Tmem98	2398	1509	2112	1506	1340	1753
Tmem9b	1356	925	1254	1301	1190	1414
Tmf1	839	578	685	776	819	1001
Tmie	12	11	7	9	6	13
Tmigd1	9	6	6	6	3	7
Tmlhe	0	0	0	0	0	0
Tmod1	1520	1280	1455	1072	1145	1431
Tmod2	19714	11974	16121	37042	33873	44514
Tmod3	373	229	284	299	306	355
Tmod4	19	8	15	24	26	17
Tmpo	379	264	358	387	403	392
Tmppe	139	114	158	129	142	192
Tmprss11a	15	8	10	7	14	8
Tmprss11bnl	14	11	22	10	8	13
Tmprss11c	8	10	10	10	3	5
Tmprss11d	21	10	15	13	5	21
Tmprss11e	23	29	6	6	9	12
Tmprss11f	24	29	17	11	13	18
Tmprss11g	8	13	19	10	12	17
Tmprss12	8	11	12	5	8	13
Tmprss13	1	3	3	2	3	0
Tmprss15	19	19	16	16	5	16
Tmprss2	16	19	19	22	9	18
Tmprss3	3	4	0	11	5	2
Tmprss4	1	10	3	2	8	7
Tmprss5	51	25	43	42	59	47
Tmprss6	18	19	14	19	15	28
Tmprss7	9	18	13	9	6	22
Tmprss9	19	7	23	12	11	14
Tmsb10	22	14	16	43	41	50
Tmsb15a	0	0	0	0	0	0
Tmsb15b1	0	0	1	0	0	0
Tmsb15b2	0	0	0	0	0	0
Tmsb15l	0	3	1	0	2	0
Tmsb4x	6518	3627	6028	5846	5928	6782
Tmtc1	488	362	384	464	494	582
Tmtc2	1102	665	914	1094	1143	1480
Tmtc3	380	263	383	308	338	407
Tmtc4	58	45	41	47	44	94
Tmub1	144	92	103	127	131	184
Tmub2	444	342	423	467	450	547
Tmx1	333	231	295	279	224	419
Tmx2	322	209	233	281	262	319
Tmx3	868	520	721	643	649	816
Tmx4	653	413	590	604	539	727
Tnc	30	37	26	11	23	34
Tnf	1	7	4	2	2	12
Tnfaip1	293	177	250	204	227	249
Tnfaip2	16	14	6	7	6	11
Tnfaip3	19	42	42	29	21	18
Tnfaip6	3483	1958	2775	2468	2256	3128
Tnfaip8	100	59	70	74	47	50
Tnfaip8l1	3	15	13	4	9	33
Tnfaip8l2	2	6	1	4	6	3
Tnfaip8l3	5	20	11	21	18	16
Tnfrsf10b	10	19	12	18	8	22
Tnfrsf11a	36	30	36	50	37	62
Tnfrsf11b	8	11	6	11	8	9
Tnfrsf12a	20	15	25	17	13	26
Tnfrsf13b	19	29	22	16	22	27
Tnfrsf13c	55	30	51	46	47	60
Tnfrsf14	7	4	5	5	2	5
Tnfrsf17	1	2	1	1	6	4
Tnfrsf18	26	21	15	18	9	12
Tnfrsf19	72	42	55	43	49	60
Tnfrsf1a	45	27	20	20	15	21
Tnfrsf1b	29	31	18	27	27	44
Tnfrsf21	172	109	119	151	223	257
Tnfrsf22	61	51	62	46	47	54
Tnfrsf23	10	16	4	7	7	11
Tnfrsf25	0	2	0	4	2	4
Tnfrsf26	10	10	7	8	4	6
Tnfrsf4	8	12	10	8	8	9
Tnfrsf8	0	2	7	11	3	10
Tnfrsf9	11	13	5	1	10	11
Tnfsf10	15	23	28	16	9	14
Tnfsf11	2	1	3	0	3	9
Tnfsf12	4	1	11	9	12	14
Tnfsf13	6	7	10	4	10	9
Tnfsf13b	1	9	1	1	8	4
Tnfsf14	0	4	5	3	0	1
Tnfsf15	9	16	16	10	10	11
Tnfsf18	5	10	5	4	8	11
Tnfsf4	5	6	6	2	2	7
Tnfsf8	10	19	14	6	8	20
Tnfsf9	15	8	21	13	14	23
Tnik	1374	1102	1192	2318	2289	2957
Tnip1	457	281	408	357	418	520
Tnip2	243	146	226	278	301	382
Tnip3	11	28	7	7	6	19
Tnk1	5	14	10	10	3	12
Tnk2	670	437	664	536	509	640
Tnks	1700	1192	1402	1589	1372	2024
Tnks1bp1	87	71	43	63	58	92
Tnks2	3319	2165	3071	2919	2760	3567
Tnmd	0	3	2	1	0	2
Tnn	12	15	10	23	26	28
Tnnc1	10	7	4	7	0	11
Tnnc2	0	0	0	0	0	1
Tnni1	547	360	480	473	579	688
Tnni2	0	5	0	0	0	2
Tnni3	2	11	2	2	5	11
Tnni3k	6	12	8	6	7	8
Tnnt1	1	3	6	3	6	3
Tnnt2	12	10	10	11	15	32
Tnnt3	7	2	4	3	9	4
Tnp1	1	4	0	0	2	0
Tnp2	0	3	0	0	1	3
Tnpo1	946	648	698	827	788	1045
Tnpo2	643	397	594	541	555	660
Tnpo3	1563	986	1264	1328	1269	1603
Tnr	102	66	90	143	118	179
Tnrc18	411	326	408	246	265	281
Tnrc6a	3367	2325	2981	3605	3592	4331
Tnrc6b	7254	5097	6417	5404	4941	6668
Tnrc6c	1836	1341	1538	1792	1813	2370
Tns1	1101	794	992	1332	1409	1729
Tns3	2638	1729	2181	3309	3134	4118
Tns4	5	22	6	11	8	4
Tnxb	11	35	12	12	14	11
Tob1	772	531	632	700	704	869
Tob2	1714	1202	1550	3562	3993	4851
Toe1	79	73	60	62	65	108
Tollip	1202	931	1143	1139	1112	1471
Tom1	45	34	40	42	45	39
Tom1l1	186	159	200	153	137	160
Tom1l2	5762	3821	5491	4436	4356	6070
Tomm20	1519	1087	1290	1542	1450	1865
Tomm20l	1	2	2	6	1	3
Tomm22	99	62	92	112	93	168
Tomm34	310	232	280	230	263	375
Tomm40	221	163	219	218	198	263
Tomm40l	14	11	9	20	16	30
Tomm5	22	17	26	17	17	23
Tomm6	9	6	3	18	11	17
Tomm7	284	167	295	195	226	281
Tomm70a	683	393	528	544	432	688
Tomt	5	4	4	3	5	8
Tonsl	67	39	43	43	38	57
Top1	1705	1204	1399	1208	1201	1663
Top1mt	57	29	35	36	39	65
Top2a	51	49	22	29	16	50
Top2b	1447	890	1205	1187	1221	1435
Top3a	137	98	91	115	114	178
Top3b	811	707	675	742	771	1041
Topaz1	17	25	15	6	18	15
Topbp1	374	250	288	387	277	323
Topors	340	266	308	311	332	409
Tor1a	125	94	111	122	98	136
Tor1aip1	1107	806	971	956	929	1210
Tor1aip2	1417	875	1289	1236	1173	1495
Tor1b	502	300	453	431	409	443
Tor2a	67	48	59	84	66	76
Tor3a	88	55	64	73	90	86
Tor4a	11	10	23	8	15	9
Tox	72	47	58	40	44	56
Tox2	64	49	54	72	62	75
Tox3	26	27	19	25	14	22
Tox4	750	481	592	721	735	812
Tpbg	18	15	15	14	8	12
Tpbpa	5	13	4	12	6	0
Tpbpb	0	3	0	0	0	3
Tpcn1	644	442	606	454	415	554
Tpcn2	60	43	43	75	54	86
Tpd52	1004	694	970	853	772	1027
Tpd52l1	21	15	24	31	24	30
Tpd52l2	920	576	767	837	772	1006
Tpgs1	144	89	74	106	102	136
Tpgs2	482	299	329	334	316	428
Tph1	16	16	17	8	8	10
Tph2	9	17	30	17	10	11
Tpi1	238	199	226	186	193	291
Tpk1	103	80	67	60	75	106
Tpm1	438	304	385	329	415	444
Tpm2	20	29	37	39	38	42
Tpm3	1142	763	1132	974	1050	1287
Tpm3-rs7	6	4	5	1	4	15
Tpm4	273	168	221	205	206	251
Tpmt	67	42	70	87	64	96
Tpo	9	7	8	7	2	4
Tpp1	2001	1353	1764	1573	1644	2167
Tpp2	640	402	424	467	504	667
Tppp	18129	11974	15970	9426	9636	12074
Tppp2	1	1	2	1	0	1
Tppp3	318	208	265	528	476	683
Tpr	4142	2978	3340	3503	3484	4283
Tpra1	92	79	115	99	118	118
Tprg	22	10	7	11	2	13
Tprgl	1544	1055	1480	1414	1422	1659
Tprkb	1938	1227	1865	1264	1254	1564
Tprn	1829	1165	1451	1928	2012	2451
Tpsab1	0	1	6	3	1	4
Tpsb2	0	1	1	4	0	3
Tpsg1	1	4	5	4	0	1
Tpst1	1741	1302	1538	1044	1109	1346
Tpst2	134	107	87	151	140	180
Tpt1	96	61	76	72	68	91
Tpte	19	16	11	5	9	8
Tpx2	25	52	30	34	58	57
Tra2a	591	484	575	456	424	551
Tra2b	605	407	497	523	529	680
Trabd	138	95	96	78	102	110
Trabd2b	15	16	14	10	10	21
Trac	2	2	4	1	2	4
Tradd	186	115	148	141	143	167
Traf1	5	33	16	7	7	11
Traf2	113	61	91	74	90	57
Traf3	200	155	226	142	156	183
Traf3ip1	151	112	154	155	144	231
Traf3ip2	117	102	100	112	130	159
Traf3ip3	12	17	7	15	4	21
Traf4	49	45	69	38	52	46
Traf5	12	11	9	13	20	16
Traf6	1322	974	1059	1086	1048	1295
Traf7	556	440	448	510	540	648
Trafd1	587	380	554	788	807	1007
Traip	15	14	12	19	13	19
Traj1	0	1	0	1	0	1
Traj11	0	0	0	0	0	0
Traj12	4	2	3	3	0	0
Traj13	0	1	0	0	2	1
Traj14	1	0	0	0	0	0
Traj15	0	1	2	2	0	0
Traj16	2	0	0	0	0	0
Traj17	0	0	0	1	0	0
Traj18	4	4	3	0	0	3
Traj19	0	0	0	0	0	0
Traj2	0	0	0	0	0	0
Traj20	0	3	0	1	0	3
Traj21	0	1	0	0	0	0
Traj22	0	0	0	0	0	0
Traj23	0	0	1	0	2	0
Traj24	0	0	0	0	0	2
Traj25	0	0	0	0	0	0
Traj26	0	0	0	0	1	0
Traj27	0	0	0	0	0	1
Traj28	1	0	3	0	0	1
Traj29	0	0	2	1	0	2
Traj3	0	1	0	0	0	0
Traj30	0	1	0	0	0	0
Traj31	0	2	0	0	0	0
Traj32	2	0	0	1	1	0
Traj33	0	1	1	1	1	0
Traj34	0	1	0	0	0	3
Traj35	0	2	0	0	0	0
Traj36	0	1	0	0	0	0
Traj37	0	0	0	0	0	0
Traj38	1	1	9	0	0	0
Traj39	0	0	0	0	0	0
Traj4	0	0	0	0	0	0
Traj40	0	0	0	0	0	0
Traj41	0	0	0	0	0	0
Traj42	3	0	2	0	0	0
Traj43	0	0	0	0	0	1
Traj44	0	0	0	1	1	0
Traj45	0	1	2	1	0	0
Traj46	0	4	5	2	4	4
Traj48	1	0	1	0	0	0
Traj49	0	0	0	0	0	1
Traj5	1	1	0	1	0	0
Traj50	0	1	0	0	0	0
Traj51	0	1	0	0	0	0
Traj52	0	0	0	0	2	0
Traj53	0	0	0	0	0	0
Traj54	0	0	0	0	0	0
Traj55	1	0	0	0	0	0
Traj56	0	0	1	0	1	2
Traj57	0	0	0	0	0	0
Traj58	2	0	0	0	0	1
Traj59	0	0	0	0	0	0
Traj6	0	0	0	0	0	0
Traj60	0	0	0	0	0	0
Traj61	0	0	0	0	0	0
Traj7	0	0	0	0	1	1
Traj8	0	0	0	0	0	0
Traj9	0	0	0	0	0	1
Trak1	222	186	201	212	208	281
Trak2	512	334	418	379	404	495
Tram1	461	374	383	446	432	545
Tram1l1	182	129	177	196	232	247
Tram2	64	81	60	88	120	134
Trank1	65	80	69	53	53	49
Trap1	545	394	432	479	495	551
Trap1a	0	11	2	2	1	5
Trappc1	320	227	321	370	394	400
Trappc10	2468	1590	2133	2486	2695	3407
Trappc11	963	707	814	812	816	1048
Trappc12	875	530	622	720	839	935
Trappc13	511	397	417	1165	1357	1435
Trappc2	106	74	87	104	97	110
Trappc2l	171	87	171	142	144	158
Trappc3	347	206	296	302	337	394
Trappc3l	3	1	1	2	3	1
Trappc4	431	283	439	332	323	364
Trappc5	374	241	344	280	322	409
Trappc6a	36	17	44	24	13	47
Trappc6b	349	211	273	278	247	376
Trappc8	1117	859	952	1001	969	1362
Trappc9	492	299	329	377	423	471
Trat1	1	1	1	1	1	0
Trav1	0	0	1	1	0	0
Trav10	1	1	1	3	0	1
Trav10d	0	1	0	0	0	0
Trav10n	1	0	0	0	0	0
Trav11	0	0	0	0	0	0
Trav11d	0	0	0	0	0	0
Trav12-1	1	0	0	0	0	0
Trav12-2	2	1	0	2	0	0
Trav12-3	3	0	0	1	1	0
Trav12d-1	0	0	0	0	0	0
Trav12d-2	0	0	0	0	0	0
Trav12d-3	0	0	0	0	0	0
Trav12n-1	0	0	0	0	0	0
Trav12n-2	0	0	0	0	0	0
Trav12n-3	0	0	0	0	0	0
Trav13-1	0	0	0	5	2	1
Trav13-2	0	5	2	2	2	3
Trav13-4-dv7	0	1	0	3	0	5
Trav13d-1	0	2	1	0	0	0
Trav13d-2	0	0	0	0	0	0
Trav13d-3	0	0	0	0	0	0
Trav13d-4	0	3	0	1	0	0
Trav13n-2	0	0	0	0	0	0
Trav13n-3	1	2	0	1	0	0
Trav13n-4	2	2	6	0	0	6
Trav14-1	0	1	1	0	1	0
Trav14-2	2	0	0	1	0	0
Trav14-3	0	2	1	1	0	0
Trav14d-1	0	0	0	0	0	0
Trav14d-2	0	0	0	0	0	0
Trav14d-3-dv8	0	0	0	0	1	0
Trav14n-1	0	0	0	0	0	0
Trav14n-2	0	0	0	0	0	0
Trav14n-3	0	1	1	0	0	0
Trav15-1-dv6-1	0	1	0	3	0	0
Trav15-2-dv6-2	0	5	1	0	0	0
Trav15d-1-dv6d-1	0	0	0	0	0	0
Trav15d-2-dv6d-2	0	0	0	0	0	0
Trav15n-1	0	0	0	0	0	0
Trav15n-2	0	0	0	0	0	0
Trav16	0	0	0	1	0	0
Trav16d-dv11	0	0	0	0	0	0
Trav16n	0	0	0	0	0	0
Trav17	0	1	2	0	1	1
Trav18	2	3	1	0	1	5
Trav19	3	1	0	0	0	0
Trav2	0	0	0	0	2	1
Trav21-dv12	1	1	0	1	0	1
Trav3-1	0	2	2	1	0	1
Trav3-3	0	0	2	0	1	0
Trav3-4	0	1	0	0	5	1
Trav3d-3	0	0	0	0	0	0
Trav3n-3	0	0	0	0	0	0
Trav4-2	0	0	0	0	0	2
Trav4-3	0	0	0	0	0	3
Trav4-4-dv10	3	1	1	0	0	0
Trav4d-3	0	0	0	0	0	0
Trav4d-4	0	0	0	0	0	0
Trav4n-3	0	0	0	0	0	0
Trav4n-4	0	0	0	0	0	0
Trav5-1	0	0	2	0	0	2
Trav5-4	0	0	0	0	0	1
Trav5d-3	0	0	0	0	0	0
Trav5d-4	0	0	0	0	0	0
Trav5n-3	0	0	0	0	0	0
Trav5n-4	0	0	0	0	0	0
Trav6-1	0	2	0	1	2	0
Trav6-2	1	0	0	1	1	0
Trav6-3	0	2	0	0	0	3
Trav6-4	1	0	0	0	0	1
Trav6-5	0	0	0	0	0	0
Trav6-6	0	0	0	0	0	0
Trav6-7-dv9	0	0	0	3	0	0
Trav6d-3	0	0	0	1	0	1
Trav6d-4	0	0	1	3	0	0
Trav6d-5	0	0	0	2	0	1
Trav6d-6	0	0	0	0	0	0
Trav6d-7	0	0	0	0	0	0
Trav6n-5	0	1	0	0	0	0
Trav6n-6	0	0	0	3	0	0
Trav6n-7	0	0	0	0	0	0
Trav7-2	0	0	0	0	0	0
Trav7-3	0	0	0	0	0	0
Trav7-4	5	2	0	0	0	0
Trav7-6	0	2	1	0	0	0
Trav7d-3	0	0	0	0	0	0
Trav7d-4	3	0	2	1	3	0
Trav7d-5	0	0	0	0	0	0
Trav7n-4	3	1	1	0	1	1
Trav7n-6	0	0	0	0	0	0
Trav8-1	2	1	0	0	1	1
Trav8d-1	0	0	0	2	1	0
Trav8d-2	0	1	4	0	0	0
Trav8n-2	0	2	1	0	3	1
Trav9-1	0	0	0	0	0	0
Trav9-2	0	0	0	0	0	0
Trav9-4	0	0	0	0	0	1
Trav9d-1	0	0	0	0	0	0
Trav9d-2	0	0	0	0	0	0
Trav9d-3	0	0	0	0	0	0
Trav9d-4	0	0	0	0	0	0
Trav9n-1	0	2	0	0	0	1
Trav9n-2	0	0	0	0	0	0
Trav9n-3	0	0	0	0	0	0
Trav9n-4	0	0	0	0	0	0
Trbc1	3	0	0	1	0	0
Trbc2	5	4	3	1	1	2
Trbd1	0	1	0	0	0	0
Trbd2	0	0	0	0	0	0
Trbj1-1	0	0	0	0	0	0
Trbj1-2	0	0	0	0	0	0
Trbj1-3	0	0	0	0	0	0
Trbj1-4	0	2	0	1	0	0
Trbj1-5	0	0	0	0	0	0
Trbj1-6	0	0	0	0	0	0
Trbj1-7	0	1	1	0	0	1
Trbj2-1	0	1	0	2	0	6
Trbj2-2	0	0	0	0	0	0
Trbj2-3	0	0	0	0	0	0
Trbj2-4	0	0	0	0	0	0
Trbj2-5	0	0	0	0	0	0
Trbj2-6	0	0	0	0	0	0
Trbj2-7	0	1	0	0	0	0
Trbv1	0	1	0	1	2	2
Trbv10	0	1	0	1	1	1
Trbv12-1	1	0	0	0	0	1
Trbv12-2	3	1	1	0	1	3
Trbv13-1	3	0	1	0	0	2
Trbv13-2	4	4	6	3	2	10
Trbv13-3	0	0	0	0	1	1
Trbv14	0	0	1	0	0	2
Trbv15	0	5	0	2	0	0
Trbv16	0	4	3	3	1	3
Trbv17	2	1	0	0	0	3
Trbv19	0	3	0	0	0	1
Trbv2	0	4	0	4	2	0
Trbv20	0	2	3	2	0	0
Trbv21	2	0	0	1	1	1
Trbv23	2	2	0	0	1	0
Trbv26	0	0	0	1	1	0
Trbv29	0	2	7	0	0	2
Trbv3	1	3	1	1	0	0
Trbv30	0	3	0	0	1	0
Trbv31	2	3	1	0	0	1
Trbv4	1	1	0	0	0	5
Trbv5	1	0	4	0	1	0
Trcg1	8	5	10	5	6	10
Trdd1	0	0	0	0	0	0
Trdd2	0	0	0	0	0	0
Trdj1	0	0	0	0	0	0
Trdj2	0	0	0	0	0	0
Trdmt1	90	62	103	107	98	129
Trdn	14	21	10	23	18	15
Trdv1	1	2	0	0	2	0
Trdv2-1	1	0	1	0	0	0
Trdv2-2	0	0	0	1	0	0
Trdv4	0	1	1	0	1	0
Trdv5	1	0	2	0	0	0
Treh	106	109	95	73	73	82
Trem1	9	11	5	2	7	8
Trem2	26	26	26	20	25	53
Trem3	0	1	0	0	1	1
Treml1	0	1	1	3	2	6
Treml2	14	21	13	20	24	22
Treml4	1	11	12	2	5	8
Trerf1	36	35	41	52	34	46
Trex1	0	0	0	0	0	0
Trex2	0	0	1	0	0	0
Trf	10112	5737	8219	6910	7906	9217
Trgj1	0	0	0	0	0	0
Trgj2	0	0	0	1	0	0
Trgj3	0	0	0	0	0	0
Trgv2	1	4	0	0	0	5
Trh	2	3	3	1	7	1
Trhde	62	52	40	68	58	69
Trhr	17	15	2	11	7	17
Trhr2	0	1	0	1	1	0
Triap1	96	62	80	94	76	112
Trib1	88	47	67	121	119	125
Trib2	119	86	111	73	51	82
Trib3	1	3	1	0	0	1
Tril	529	265	392	478	432	590
Trim10	5	7	4	0	3	3
Trim11	247	176	270	236	226	327
Trim12a	28	20	36	27	23	38
Trim12c	11	11	12	11	2	7
Trim13	663	472	675	468	424	593
Trim14	10	4	8	10	7	10
Trim15	21	9	10	14	10	11
Trim16	23	33	4	17	16	21
Trim17	38	35	46	15	32	33
Trim2	8931	5973	7992	6236	5902	8004
Trim21	45	25	34	24	40	46
Trim23	419	272	356	495	482	657
Trim24	1902	1349	1910	1635	1431	1819
Trim25	65	73	65	62	103	78
Trim26	637	460	548	483	595	758
Trim27	135	109	121	123	82	148
Trim28	796	563	588	604	657	890
Trim29	1	6	10	1	3	5
Trim3	1302	868	1020	1270	1229	1554
Trim30a	29	30	30	34	38	25
Trim30b	24	40	9	11	13	18
Trim30c	2	3	10	3	0	0
Trim30d	32	11	12	14	14	19
Trim31	7	7	5	4	3	6
Trim32	356	177	255	280	281	376
Trim33	1009	678	896	957	817	1013
Trim34a	5	9	7	5	5	14
Trim34b	3	3	9	3	1	1
Trim35	4189	2736	3982	3207	3173	4136
Trim36	805	597	683	346	329	427
Trim37	616	476	523	539	493	650
Trim38	5	5	0	3	12	7
Trim39	428	273	377	289	314	371
Trim40	6	4	7	5	7	12
Trim41	429	349	388	383	382	502
Trim42	2	5	0	1	1	7
Trim43a	28	11	30	17	19	36
Trim43b	6	4	1	2	4	5
Trim43c	3	8	7	2	6	3
Trim44	2592	1906	2057	2420	2389	3165
Trim45	103	46	65	33	44	46
Trim46	44	21	20	48	34	39
Trim47	6	3	9	2	5	4
Trim5	6	15	16	14	2	17
Trim50	3	3	1	1	3	1
Trim52	1	5	4	12	9	6
Trim54	1	2	1	6	0	0
Trim55	3	5	3	3	1	2
Trim56	114	78	62	85	84	139
Trim58	6	3	1	1	2	1
Trim59	2162	1504	1588	881	776	890
Trim6	22	21	29	13	7	21
Trim60	15	35	23	12	6	20
Trim61	11	13	6	1	5	18
Trim62	147	135	154	150	72	163
Trim63	1	4	3	4	6	2
Trim65	231	198	218	161	157	202
Trim66	15	42	32	25	26	41
Trim67	26	26	31	29	40	33
Trim68	98	69	109	106	91	148
Trim69	3	11	11	7	4	3
Trim7	127	103	149	152	159	245
Trim71	8	23	12	7	15	10
Trim72	6	11	2	4	2	10
Trim75	14	5	6	6	4	2
Trim8	978	558	927	506	554	723
Trim9	401	297	409	397	281	418
Triml1	1	8	0	6	2	6
Triml2	3	13	9	2	5	9
Trio	214	156	185	246	251	300
Triobp	259	196	264	194	208	287
Trip10	14	7	13	11	4	8
Trip11	2629	2024	2265	2915	2819	3629
Trip12	4577	3294	4214	3677	3333	4570
Trip13	16	19	3	9	8	29
Trip4	751	454	650	620	568	742
Trip6	216	144	255	157	178	315
Triqk	4	9	11	9	13	9
Trit1	57	44	84	55	54	63
Trmt1	340	258	312	255	303	447
Trmt10a	118	114	122	101	82	131
Trmt10b	297	181	263	239	266	311
Trmt10c	67	57	73	84	66	100
Trmt11	75	49	66	56	53	70
Trmt112	10	4	4	4	5	11
Trmt12	74	57	58	92	77	98
Trmt13	295	184	224	277	276	379
Trmt1l	328	241	308	294	309	359
Trmt2a	449	370	413	413	411	512
Trmt2b	289	183	232	224	214	243
Trmt44	81	74	65	85	85	146
Trmt5	69	73	71	89	86	91
Trmt6	442	319	456	453	499	587
Trmt61a	103	57	127	101	100	119
Trmt61b	17	15	11	20	12	14
Trmu	126	131	157	131	152	207
Trnau1ap	157	145	189	188	186	215
Trnp1	1	1	3	3	2	1
Trnt1	836	639	729	853	834	986
Tro	95	81	87	60	69	112
Troap	3	10	2	1	1	0
Trove2	1086	636	841	829	799	1092
Trp53	300	198	303	341	262	422
Trp53bp1	797	590	652	663	636	926
Trp53bp2	2129	1636	2175	1253	1304	1661
Trp53cor1	30	27	44	82	95	123
Trp53i11	10	11	11	7	13	12
Trp53i13	111	59	93	108	91	150
Trp53inp1	532	408	533	562	545	641
Trp53inp2	1466	910	1235	1009	1201	1474
Trp53rk	129	72	111	103	67	125
Trp53tg5	5	5	10	4	9	9
Trp63	25	36	35	21	22	30
Trp73	5	11	9	18	16	10
Trpa1	20	22	14	11	10	22
Trpc1	439	348	358	339	318	395
Trpc2	352	250	367	294	292	418
Trpc3	25	27	15	13	17	24
Trpc4	27	10	14	14	12	23
Trpc4ap	1520	969	1197	1764	1613	1983
Trpc5	10	13	10	10	6	9
Trpc6	15	10	5	3	2	9
Trpc7	6	14	7	10	2	11
Trpd52l3	11	12	10	8	2	3
Trpm1	35	53	46	22	26	31
Trpm2	28	33	70	37	27	58
Trpm3	491	407	482	424	542	606
Trpm4	9	20	18	15	20	22
Trpm5	8	17	18	19	21	26
Trpm6	29	41	33	29	22	53
Trpm7	1670	1190	1345	1605	1464	1817
Trpm8	11	37	29	19	7	16
Trps1	1283	958	1166	1001	888	1288
Trpt1	27	17	11	20	29	25
Trpv1	8	7	6	2	7	14
Trpv2	18	29	18	15	19	28
Trpv3	1469	921	1339	819	705	950
Trpv4	47	44	38	82	106	108
Trpv5	15	11	4	8	7	19
Trpv6	11	19	18	16	15	14
Trrap	2172	1470	1747	1743	1737	2356
Trub1	380	257	323	347	399	455
Trub2	410	222	413	317	305	430
Try10	0	0	1	1	1	1
Try4	0	1	0	0	0	2
Try5	1	0	1	1	4	2
Tsacc	35	23	26	33	23	40
Tsc1	1927	1286	1677	1770	1597	2075
Tsc2	1469	1185	1382	1325	1448	1838
Tsc22d1	1068	591	930	1304	1339	1801
Tsc22d2	1564	1075	1184	1254	1141	1539
Tsc22d3	1913	1124	1793	2119	2079	2916
Tsc22d4	1671	1094	1419	1596	1796	2273
Tsen15	27	32	27	25	25	30
Tsen2	330	201	269	217	223	351
Tsen34	254	114	232	156	154	232
Tsen54	21	16	29	20	20	19
Tsfm	23	17	18	9	25	35
Tsg101	412	237	386	331	355	473
Tsga10	270	180	244	194	167	271
Tsga10ip	3	8	4	1	2	3
Tsga13	2	4	5	1	2	2
Tsga8	0	1	0	0	0	2
Tshb	489	335	412	410	417	515
Tshr	9	36	20	16	9	20
Tshz1	850	736	771	753	749	899
Tshz2	21	49	35	10	29	46
Tshz3	204	177	228	163	217	209
Tsix	7	2	10	2	10	16
Tsks	6	3	2	2	0	5
Tsku	6	2	7	15	20	14
Tslp	5	6	2	8	0	5
Tsn	1040	576	991	813	891	1037
Tsnax	321	163	234	267	267	332
Tsnaxip1	22	6	6	14	12	8
Tspan1	23	30	50	28	19	33
Tspan10	3	4	12	15	6	9
Tspan11	13	20	3	9	3	6
Tspan12	33	35	37	36	31	36
Tspan13	79	50	75	62	50	73
Tspan14	2294	1410	2087	1693	1670	2100
Tspan15	2282	1617	2074	2285	2081	2589
Tspan17	723	516	771	704	700	761
Tspan18	27	24	18	17	26	27
Tspan2	25808	19753	21507	27206	26301	33729
Tspan3	2420	1519	2144	2162	1959	2625
Tspan31	735	481	578	743	679	933
Tspan32	24	13	13	12	25	24
Tspan33	29	33	39	28	36	27
Tspan4	18	24	31	89	95	136
Tspan5	4916	3012	4534	4249	4223	5116
